,Stories,Bedrooms,Bathrooms,Housing_Type,Cluster
653,2.0,3.0,2.0, Single Family,0
654,2.0,5.0,4.0, Single Family,0
655,1.0,3.0,2.0, Single Family,1
656,1.5,4.0,3.0, Single Family,0
657,2.0,5.0,5.5, Single Family,0
658,1.0,3.0,2.0, Single Family,1
659,2.0,3.0,2.5, Single Family,0
660,1.0,3.0,1.0, Single Family,1
661,1.0,3.0,1.5, Single Family,1
662,1.0,3.0,1.5, Single Family,1
663,1.0,3.0,1.5, Single Family,1
664,2.0,3.0,2.5, Townhouse,2
665,1.5,4.0,3.5, Single Family,0
666,2.5,4.0,3.5, Single Family,0
667,1.0,2.0,1.0, Single Family,1
668,1.0,3.0,2.0, Single Family,1
669,2.0,4.0,2.5, Single Family,0
670,1.0,2.0,2.0, Townhouse,2
671,2.0,4.0,2.5, Single Family,0
672,1.0,2.0,1.0, Single Family,1
673,1.5,3.0,2.5, Single Family,1
674,2.0,5.0,3.0, Single Family,0
675,1.0,3.0,2.0, Condominium,3
676,1.0,3.0,2.0, Condominium,3
677,1.0,2.0,2.0, Condominium,3
678,1.5,4.0,3.5, Single Family,0
679,1.0,2.0,2.0, Condominium,3
680,1.0,2.0,2.5, Condominium,3
681,1.0,3.0,2.0, Condominium,3
682,1.0,2.0,1.0, Single Family,1
683,1.0,4.0,2.5, Single Family,1
684,2.0,3.0,2.5, Townhouse,2
685,2.0,2.0,2.5, Townhouse,2
686,2.0,2.0,2.5, Townhouse,2
687,2.0,4.0,2.5, Single Family,0
688,2.0,3.0,2.5, Single Family,0
689,2.0,4.0,3.5, Single Family,0
690,2.5,4.0,3.5, Single Family,0
691,2.0,4.0,3.5, Single Family,0
692,2.0,5.0,4.5, Single Family,0
693,2.0,5.0,4.0, Single Family,0
694,2.0,4.0,2.5, Single Family,0
695,1.5,3.0,2.5, Single Family,1
696,2.0,3.0,3.5, Townhouse,2
697,1.0,4.0,3.0, Single Family,1
698,2.0,4.0,3.0, Single Family,0
699,1.0,3.0,2.0, Single Family,1
700,2.0,5.0,3.5, Single Family,0
701,2.0,5.0,4.5, Single Family,0
702,2.0,4.0,2.5, Single Family,0
703,2.0,4.0,3.0, Single Family,0
704,2.5,4.0,3.5, Single Family,0
705,2.0,4.0,3.0, Single Family,0
706,2.0,2.0,2.0, Condominium,3
707,2.5,5.0,5.0, Single Family,0
708,2.0,4.0,2.5, Single Family,0
709,2.0,4.0,2.5, Single Family,0
710,2.0,3.0,2.5, Single Family,0
711,2.0,4.0,4.0, Single Family,0
712,2.0,4.0,2.5, Single Family,0
713,2.0,2.0,2.5, Condominium,3
714,2.0,4.0,2.5, Single Family,0
715,2.0,3.0,3.0, Single Family,0
716,1.0,3.0,2.0, Single Family,1
717,2.0,3.0,2.0, Townhouse,2
718,2.0,3.0,2.0, Townhouse,2
719,1.0,3.0,2.0, Single Family,1
720,1.0,3.0,2.5, Single Family,1
721,2.0,3.0,2.5, Single Family,0
722,2.0,3.0,2.5, Single Family,0
723,1.0,3.0,2.5, Single Family,1
724,2.0,3.0,2.5, Single Family,0
725,2.0,3.0,2.5, Single Family,0
726,2.0,3.0,2.5, Single Family,0
727,2.0,4.0,2.5, Single Family,0
728,2.0,3.0,2.5, Townhouse,2
729,2.0,5.0,4.0, Single Family,0
730,1.0,2.0,2.0, Condominium,3
731,1.0,3.0,2.0, Single Family,1
732,2.0,4.0,2.0, Single Family,0
733,1.0,3.0,1.5, Single Family,1
734,1.0,5.0,2.5, Single Family,0
735,1.0,2.0,2.0, Condominium,3
736,2.0,3.0,2.0, Single Family,0
737,2.0,4.0,2.5, Single Family,0
738,1.0,3.0,2.0, Single Family,1
739,1.5,4.0,3.5, Single Family,0
740,2.0,4.0,4.5, Single Family,0
741,1.5,3.0,2.5, Single Family,1
742,1.5,4.0,3.0, Single Family,0
743,1.5,4.0,3.5, Single Family,0
744,2.0,4.0,3.0, Single Family,0
745,2.0,4.0,3.0, Single Family,0
746,2.0,4.0,2.5, Single Family,0
747,2.0,3.0,3.5, Single Family,0
748,2.0,6.0,3.5, Single Family,0
749,1.0,3.0,2.0, Single Family,1
750,1.0,3.0,2.0, Single Family,1
751,1.0,4.0,4.0, Single Family,0
752,2.0,3.0,2.0, Single Family,0
753,1.0,3.0,2.0, Single Family,1
754,1.0,3.0,2.0, Single Family,1
755,2.0,3.0,2.5, Single Family,0
756,1.5,3.0,2.0, Single Family,1
757,1.0,2.0,2.0, Condominium,3
758,2.0,4.0,2.5, Single Family,0
759,1.5,4.0,2.5, Single Family,0
760,1.0,3.0,1.0, Single Family,1
761,1.0,4.0,2.0, Single Family,1
762,2.0,4.0,3.0, Townhouse,2
763,2.0,2.0,2.5, Townhouse,2
764,1.5,3.0,2.0, Townhouse,2
765,2.0,3.0,3.5, Townhouse,2
766,1.0,3.0,1.5, Single Family,1
767,2.5,4.0,5.5, Single Family,0
768,2.0,3.0,2.5, Townhouse,2
769,2.0,2.0,2.5, Townhouse,2
770,2.0,4.0,5.0, Single Family,0
771,1.0,3.0,2.0, Single Family,1
772,1.0,2.0,2.0, Condominium,3
773,1.0,3.0,2.0, Single Family,1
774,2.0,3.0,2.5, Single Family,0
775,1.0,3.0,2.0, Single Family,1
776,1.0,3.0,2.5, Single Family,1
777,1.0,3.0,2.0, Single Family,1
778,1.0,3.0,2.0, Single Family,1
779,1.5,3.0,3.0, Single Family,0
780,2.0,3.0,2.5, Single Family,0
781,2.0,4.0,2.5, Single Family,0
782,2.0,4.0,3.0, Single Family,0
783,1.0,2.0,1.0, Single Family,1
784,2.0,2.0,2.5, Condominium,3
785,2.0,4.0,3.5, Single Family,0
786,1.0,3.0,2.0, Single Family,1
787,1.0,3.0,2.0, Single Family,1
788,2.0,3.0,2.5, Single Family,0
789,2.5,4.0,3.5, Single Family,0
790,2.5,4.0,3.5, Single Family,0
791,1.0,3.0,2.5, Single Family,1
792,1.0,4.0,2.0, Single Family,1
793,1.0,2.0,2.0, Single Family,1
794,1.0,3.0,2.0, Single Family,1
795,1.0,3.0,1.0, Single Family,1
796,1.0,3.0,1.5, Single Family,1
797,1.0,3.0,1.0, Single Family,1
798,2.0,2.0,1.0, Condominium,3
799,1.0,2.0,1.0, Condominium,3
800,1.0,3.0,1.5, Single Family,1
801,1.0,3.0,1.5, Single Family,1
802,1.0,3.0,1.5, Single Family,1
803,1.0,3.0,2.0, Single Family,1
804,1.0,3.0,2.0, Single Family,1
805,2.0,2.0,2.5, Townhouse,2
806,2.5,5.0,3.5, Single Family,0
807,2.0,3.0,2.5, Single Family,0
808,2.0,3.0,2.5, Single Family,0
809,1.5,2.0,2.0, Single Family,1
810,2.0,3.0,2.5, Single Family,0
811,2.0,3.0,2.5, Single Family,0
812,1.0,3.0,2.0, Single Family,1
813,1.0,3.0,2.0, Single Family,1
814,1.0,3.0,2.0, Single Family,1
815,1.0,1.0,1.0, Condominium,3
816,2.0,3.0,2.5, Townhouse,2
817,2.0,5.0,3.5, Single Family,0
818,2.0,3.0,3.5, Single Family,0
819,2.0,3.0,2.5, Single Family,0
820,2.0,1.0,1.0, Condominium,3
821,1.0,2.0,2.0, Condominium,3
822,1.0,1.0,1.0, Single Family,1
823,2.0,2.0,2.5, Townhouse,2
824,2.0,4.0,2.5, Single Family,0
825,2.0,3.0,2.5, Single Family,0
826,1.5,3.0,2.0, Townhouse,2
827,2.0,3.0,2.5, Townhouse,2
828,2.0,2.0,2.5, Townhouse,2
829,1.0,2.0,2.0, Condominium,3
830,1.0,3.0,2.0, Single Family,1
831,1.5,3.0,2.0, Single Family,1
832,1.0,1.0,1.0, Condominium,3
833,2.0,4.0,2.5, Single Family,0
834,2.0,2.0,2.5, Condominium,3
835,2.0,2.0,2.5, Condominium,3
836,2.0,2.0,2.5, Condominium,3
837,2.0,3.0,2.5, Single Family,0
838,2.0,3.0,2.5, Townhouse,2
839,2.5,2.0,2.5, Townhouse,2
840,2.5,3.0,3.5, Townhouse,2
841,2.0,1.0,1.5, Condominium,3
842,1.0,3.0,2.0, Single Family,1
843,1.0,3.0,2.0, Single Family,1
844,2.0,4.0,3.5, Single Family,0
845,1.0,3.0,2.5, Single Family,1
846,1.0,3.0,1.5, Single Family,1
847,1.0,4.0,2.0, Single Family,1
848,1.0,4.0,2.5, Single Family,1
849,1.0,2.0,1.0, Single Family,1
850,2.0,3.0,2.5, Single Family,0
851,1.0,2.0,1.0, Single Family,1
852,1.0,3.0,2.0, Single Family,1
853,2.0,5.0,3.0, Single Family,0
854,1.0,2.0,2.0, Single Family,1
855,1.5,4.0,3.5, Single Family,0
856,1.0,3.0,2.0, Condominium,3
857,2.0,3.0,2.5, Townhouse,2
858,2.0,4.0,3.5, Single Family,0
859,2.0,5.0,1.5, Single Family,0
860,2.0,3.0,2.5, Single Family,0
861,2.0,3.0,2.5, Single Family,0
862,2.0,3.0,2.5, Townhouse,2
863,2.0,5.0,4.5, Single Family,0
864,2.5,4.0,5.5, Single Family,0
865,2.0,4.0,4.5, Single Family,0
866,2.0,3.0,2.5, Single Family,0
867,1.0,4.0,3.5, Single Family,0
868,1.0,4.0,2.0, Single Family,1
869,2.0,3.0,3.0, Single Family,0
870,1.0,2.0,2.0, Townhouse,2
871,2.0,4.0,2.5, Single Family,0
872,2.0,3.0,2.5, Single Family,0
873,2.0,3.0,2.5, Single Family,0
874,2.0,4.0,2.5, Single Family,0
875,2.0,2.0,2.5, Townhouse,2
876,2.0,2.0,2.5, Townhouse,2
877,2.0,2.0,2.5, Townhouse,2
878,2.0,3.0,2.5, Townhouse,2
879,2.0,5.0,4.5, Single Family,0
880,2.0,3.0,2.5, Townhouse,2
881,2.0,4.0,3.5, Single Family,0
882,1.0,1.0,1.5, Single Family,1
883,2.0,3.0,2.0, Single Family,0
884,1.0,2.0,1.0, Single Family,1
885,2.0,5.0,3.5, Single Family,0
886,2.0,6.0,4.5, Single Family,0
887,1.0,3.0,1.0, Single Family,1
888,2.0,4.0,2.5, Single Family,0
889,2.0,3.0,2.5, Townhouse,2
890,1.0,3.0,2.0, Single Family,1
891,1.0,3.0,1.0, Single Family,1
892,1.0,2.0,2.0, Condominium,3
893,1.0,3.0,2.0, Single Family,1
894,2.0,4.0,2.5, Single Family,0
895,2.0,5.0,2.5, Single Family,0
896,2.0,5.0,3.5, Single Family,0
897,1.5,3.0,3.0, Single Family,0
898,1.0,3.0,2.0, Single Family,1
899,1.0,3.0,2.5, Single Family,1
900,1.0,3.0,1.5, Single Family,1
901,2.0,3.0,2.5, Single Family,0
902,1.0,3.0,2.0, Single Family,1
903,2.0,4.0,3.0, Single Family,0
904,2.0,4.0,2.5, Single Family,0
905,2.0,3.0,2.5, Townhouse,2
906,1.0,2.0,2.0, Condominium,3
907,2.0,3.0,2.5, Condominium,3
908,2.0,3.0,1.5, Townhouse,2
909,2.5,3.0,3.5, Condominium,3
910,2.0,4.0,2.5, Single Family,0
911,1.0,1.0,1.0, Condominium,3
912,1.0,1.0,1.0, Condominium,3
913,1.0,1.0,1.0, Condominium,3
914,1.0,2.0,2.0, Condominium,3
915,1.0,1.0,1.0, Condominium,3
916,1.0,3.0,2.5, Single Family,1
917,1.0,2.0,1.0, Single Family,1
918,2.0,2.0,2.5, Townhouse,2
919,1.0,3.0,2.0, Single Family,1
920,2.0,3.0,2.5, Single Family,0
921,2.0,3.0,2.5, Townhouse,2
922,1.5,4.0,2.0, Single Family,0
923,1.0,2.0,1.0, Single Family,1
924,1.0,3.0,1.0, Single Family,1
925,2.0,3.0,2.5, Single Family,0
926,2.0,3.0,2.5, Single Family,0
927,2.0,2.0,2.5, Townhouse,2
928,2.0,2.0,2.5, Townhouse,2
929,1.0,3.0,1.0, Single Family,1
930,1.0,3.0,1.5, Single Family,1
931,2.0,5.0,2.5, Single Family,0
932,1.0,1.0,1.0, Condominium,3
933,1.0,3.0,2.0, Condominium,3
934,2.0,3.0,2.5, Single Family,0
935,2.0,4.0,2.5, Single Family,0
936,1.0,2.0,1.0, Single Family,1
937,1.5,3.0,2.0, Single Family,1
938,2.0,3.0,3.5, Single Family,0
939,2.0,1.0,1.0, Condominium,3
940,2.0,3.0,2.5, Townhouse,2
941,2.0,3.0,2.5, Townhouse,2
942,1.0,2.0,1.5, Townhouse,2
943,1.0,3.0,2.0, Condominium,3
944,2.0,5.0,3.5, Single Family,0
945,2.0,3.0,2.5, Single Family,0
946,1.0,3.0,2.0, Single Family,1
947,2.0,3.0,2.5, Single Family,0
948,1.0,3.0,2.0, Single Family,1
949,1.0,3.0,2.0, Single Family,1
950,1.0,4.0,2.0, Single Family,1
951,1.0,2.0,1.0, Single Family,1
952,1.0,2.0,1.0, Single Family,1
953,1.0,3.0,1.5, Single Family,1
954,2.0,3.0,3.0, Condominium,3
955,2.0,5.0,3.5, Single Family,0
956,2.0,3.0,2.5, Single Family,0
957,2.0,5.0,3.5, Single Family,0
958,2.0,3.0,2.5, Single Family,0
959,1.5,3.0,2.5, Single Family,1
960,2.0,3.0,2.5, Condominium,3
961,1.0,4.0,2.0, Single Family,1
962,1.0,2.0,1.0, Single Family,1
963,2.0,5.0,2.5, Single Family,0
964,2.0,4.0,2.5, Single Family,0
965,2.0,4.0,2.5, Single Family,0
966,2.0,5.0,4.5, Single Family,0
967,2.0,3.0,2.0, Single Family,0
968,1.0,3.0,1.0, Single Family,1
969,1.0,3.0,1.5, Single Family,1
970,1.0,3.0,2.0, Single Family,1
971,2.5,4.0,3.5, Single Family,0
972,1.0,3.0,2.0, Single Family,1
973,1.0,3.0,2.0, Single Family,1
974,2.0,2.0,1.5, Condominium,3
975,2.0,2.0,1.5, Condominium,3
976,1.5,4.0,3.5, Single Family,0
977,2.0,4.0,4.0, Single Family,0
978,2.0,3.0,2.5, Single Family,0
979,1.0,3.0,2.0, Condominium,3
980,2.0,4.0,2.5, Single Family,0
981,2.0,3.0,2.5, Single Family,0
982,2.0,4.0,2.5, Single Family,0
983,1.0,3.0,2.0, Single Family,1
984,1.0,3.0,2.5, Single Family,1
985,2.0,3.0,2.5, Single Family,0
986,2.0,3.0,2.5, Single Family,0
987,1.0,3.0,2.0, Single Family,1
988,2.5,5.0,3.5, Single Family,0
989,2.0,4.0,2.5, Single Family,0
990,2.0,3.0,2.5, Single Family,0
991,2.0,3.0,2.5, Single Family,0
992,1.0,2.0,1.5, Single Family,1
993,2.0,2.0,1.5, Condominium,3
994,1.0,3.0,1.5, Single Family,1
995,1.0,3.0,1.5, Single Family,1
996,1.0,3.0,2.0, Single Family,1
997,1.0,3.0,1.5, Single Family,1
998,2.5,5.0,4.5, Single Family,0
999,2.0,3.0,2.5, Single Family,0
1000,2.0,3.0,2.5, Single Family,0
1001,1.5,4.0,2.5, Single Family,0
1002,2.0,4.0,2.5, Single Family,0
1003,1.0,2.0,2.0, Single Family,1
1004,1.0,3.0,2.0, Single Family,1
1005,2.0,4.0,2.5, Single Family,0
1006,2.0,4.0,2.5, Single Family,0
1007,1.5,3.0,2.0, Single Family,1
1008,2.0,3.0,2.5, Single Family,0
1009,2.0,4.0,2.5, Single Family,0
1010,2.0,3.0,2.5, Single Family,0
1011,2.0,4.0,2.5, Single Family,0
1012,2.0,3.0,2.0, Condominium,3
1013,1.0,3.0,2.0, Single Family,1
1014,1.0,3.0,2.0, Single Family,1
1015,1.0,3.0,2.0, Single Family,1
1016,2.0,4.0,2.5, Single Family,0
1017,1.5,4.0,2.0, Single Family,0
1018,1.5,3.0,2.5, Single Family,1
1019,2.0,3.0,2.5, Single Family,0
1020,2.0,4.0,3.0, Single Family,0
1021,2.0,3.0,2.5, Townhouse,2
1022,2.0,3.0,2.5, Single Family,0
1023,2.0,3.0,3.0, Single Family,0
1024,2.5,3.0,3.5, Condominium,3
1025,2.0,3.0,2.5, Single Family,0
1026,2.5,2.0,3.5, Townhouse,2
1027,2.0,3.0,1.5, Single Family,0
1028,2.0,4.0,2.5, Single Family,0
1029,2.0,3.0,2.0, Single Family,0
1030,2.0,4.0,4.0, Single Family,0
1031,1.0,3.0,1.0, Single Family,1
1032,1.0,4.0,5.0, Condominium,3
1033,1.0,3.0,2.5, Single Family,1
1034,2.0,3.0,2.5, Single Family,0
1035,1.0,2.0,1.0, Single Family,1
1036,1.0,2.0,1.0, Single Family,1
1037,1.0,2.0,2.0, Condominium,3
1038,1.0,1.0,1.0, Townhouse,2
1039,1.0,1.0,1.0, Townhouse,2
1040,1.5,3.0,2.5, Single Family,1
1041,2.0,4.0,2.5, Single Family,0
1042,2.0,1.0,2.5, Townhouse,2
1043,1.0,2.0,2.0, Condominium,3
1044,2.0,3.0,2.5, Single Family,0
1045,2.0,4.0,2.5, Single Family,0
1046,1.0,4.0,2.0, Single Family,1
1047,1.0,1.0,1.0, Condominium,3
1048,2.0,3.0,2.5, Townhouse,2
1049,1.0,3.0,1.0, Single Family,1
1050,1.0,3.0,1.5, Single Family,1
1051,2.5,5.0,6.5, Single Family,0
1052,2.0,4.0,2.5, Single Family,0
1053,2.0,2.0,2.5, Townhouse,2
1054,2.0,3.0,2.0, Townhouse,2
1055,2.0,4.0,2.5, Single Family,0
1056,2.0,4.0,2.5, Single Family,0
1057,2.0,5.0,4.5, Single Family,0
1058,2.0,3.0,3.5, Single Family,0
1059,2.0,4.0,3.5, Single Family,0
1060,2.0,3.0,2.5, Townhouse,2
1061,2.0,3.0,2.5, Townhouse,2
1062,2.0,3.0,2.5, Townhouse,2
1063,1.5,3.0,3.0, Single Family,0
1064,1.0,1.0,1.0, Condominium,3
1065,1.0,3.0,2.0, Single Family,1
1066,1.0,4.0,3.0, Single Family,1
1067,1.0,3.0,2.0, Single Family,1
1068,1.0,3.0,2.0, Single Family,1
1069,2.0,4.0,2.5, Single Family,0
1070,2.0,4.0,2.5, Single Family,0
1071,2.0,5.0,2.5, Single Family,0
1072,1.0,3.0,2.0, Single Family,1
1073,2.0,4.0,2.5, Single Family,0
1074,2.0,3.0,2.5, Townhouse,2
1075,2.0,3.0,2.5, Townhouse,2
1076,2.0,3.0,2.5, Townhouse,2
1077,1.0,3.0,2.0, Single Family,1
1078,2.0,3.0,3.0, Townhouse,2
1079,2.5,5.0,4.5, Single Family,0
1080,2.0,4.0,3.5, Single Family,0
1081,2.0,6.0,6.5, Single Family,0
1082,2.0,5.0,4.0, Single Family,0
1083,2.5,5.0,4.5, Single Family,0
1084,2.0,4.0,3.5, Single Family,0
1085,2.0,3.0,2.0, Single Family,0
1086,2.0,4.0,3.0, Single Family,0
1087,2.0,6.0,4.5, Single Family,0
1088,1.0,3.0,2.0, Single Family,1
1089,2.0,4.0,2.5, Single Family,0
1090,2.0,3.0,2.5, Single Family,0
1091,1.0,2.0,1.0, Single Family,1
1092,1.0,3.0,1.0, Single Family,1
1093,1.0,3.0,1.0, Single Family,1
1094,2.0,4.0,2.5, Single Family,0
1095,2.5,5.0,5.0, Single Family,0
1096,2.0,3.0,2.5, Single Family,0
1097,2.0,3.0,2.5, Townhouse,2
1098,2.0,3.0,3.5, Single Family,0
1099,2.0,4.0,2.5, Single Family,0
1100,2.0,3.0,2.0, Single Family,0
1101,2.0,3.0,2.0, Single Family,0
1102,2.0,5.0,4.0, Single Family,0
1103,2.0,4.0,2.5, Single Family,0
1104,2.0,3.0,2.5, Single Family,0
1105,2.0,3.0,2.5, Townhouse,2
1106,2.0,4.0,3.5, Single Family,0
1107,2.0,4.0,3.5, Single Family,0
1108,2.0,3.0,2.5, Townhouse,2
1109,2.0,4.0,2.5, Single Family,0
1110,2.0,3.0,2.5, Townhouse,2
1111,2.0,3.0,2.5, Townhouse,2
1112,1.0,3.0,2.0, Single Family,1
1113,2.0,4.0,2.5, Single Family,0
1114,1.0,3.0,2.0, Single Family,1
1115,1.0,3.0,2.0, Single Family,1
1116,2.0,1.0,1.0, Condominium,3
1117,2.0,4.0,3.5, Single Family,0
1118,2.0,3.0,2.5, Single Family,0
1119,1.0,3.0,1.0, Single Family,1
1120,2.0,3.0,2.5, Single Family,0
1121,2.0,3.0,2.5, Single Family,0
1122,2.0,3.0,2.5, Townhouse,2
1123,2.0,4.0,2.5, Single Family,0
1124,2.0,4.0,3.0, Single Family,0
1125,2.5,3.0,2.5, Townhouse,2
1126,2.0,3.0,2.5, Single Family,0
1127,2.0,3.0,2.5, Single Family,0
1128,2.0,4.0,2.5, Single Family,0
1129,2.0,4.0,2.5, Single Family,0
1130,2.0,3.0,2.5, Single Family,0
1131,1.0,3.0,1.5, Single Family,1
1132,2.0,3.0,2.5, Single Family,0
1133,2.0,4.0,3.5, Single Family,0
1134,1.0,3.0,3.5, Single Family,1
1135,2.0,3.0,2.5, Single Family,0
1136,1.0,3.0,2.5, Single Family,1
1137,2.0,3.0,2.5, Single Family,0
1138,2.0,3.0,2.5, Single Family,0
1139,2.0,3.0,2.5, Single Family,0
1140,2.0,3.0,2.5, Single Family,0
1141,2.0,3.0,2.5, Single Family,0
1142,2.0,4.0,2.5, Single Family,0
1143,2.0,4.0,2.5, Single Family,0
1144,2.0,4.0,2.5, Single Family,0
1145,2.0,3.0,3.0, Single Family,0
1146,2.0,3.0,2.5, Single Family,0
1147,2.0,4.0,2.5, Single Family,0
1148,2.0,4.0,3.0, Single Family,0
1149,2.0,3.0,2.5, Single Family,0
1150,1.0,2.0,1.0, Single Family,1
1151,2.0,4.0,2.5, Single Family,0
1152,2.0,4.0,2.5, Single Family,0
1153,2.0,3.0,2.5, Townhouse,2
1154,2.5,4.0,5.0, Single Family,0
1155,1.0,5.0,3.0, Single Family,0
1156,2.0,3.0,2.5, Townhouse,2
1157,2.0,1.0,1.0, Condominium,3
1158,2.0,3.0,2.5, Single Family,0
1159,2.0,2.0,2.5, Townhouse,2
1160,2.0,3.0,2.5, Single Family,0
1161,2.0,4.0,2.5, Single Family,0
1162,2.0,3.0,2.5, Single Family,0
1163,2.0,3.0,2.5, Single Family,0
1164,1.0,1.0,1.0, Condominium,3
1165,1.0,3.0,2.0, Single Family,1
1166,2.0,4.0,2.5, Single Family,0
1167,2.0,4.0,2.5, Single Family,0
1168,2.0,4.0,3.0, Single Family,0
1169,2.0,4.0,3.5, Single Family,0
1170,2.0,4.0,3.0, Single Family,0
1171,2.0,4.0,2.5, Single Family,0
1172,1.5,3.0,2.0, Single Family,1
1173,1.5,3.0,2.0, Single Family,1
1174,1.0,3.0,2.0, Single Family,1
1175,1.0,2.0,1.0, Single Family,1
1176,1.0,3.0,1.5, Single Family,1
1177,2.0,3.0,2.5, Single Family,0
1178,1.0,2.0,2.0, Condominium,3
1179,1.0,2.0,2.0, Condominium,3
1180,2.0,2.0,3.0, Townhouse,2
1181,2.0,4.0,4.5, Single Family,0
1182,1.0,3.0,1.0, Single Family,1
1183,1.0,3.0,1.0, Single Family,1
1184,2.0,3.0,2.5, Single Family,0
1185,1.0,3.0,1.0, Single Family,1
1186,2.0,4.0,2.5, Single Family,0
1187,2.0,3.0,2.5, Single Family,0
1188,1.0,3.0,2.0, Single Family,1
1189,1.0,2.0,2.0, Condominium,3
1190,2.0,3.0,2.5, Single Family,0
1191,2.0,3.0,2.5, Single Family,0
1192,1.0,2.0,1.0, Single Family,1
1193,2.0,3.0,2.5, Single Family,0
1194,1.0,3.0,1.0, Single Family,1
1195,2.0,4.0,3.5, Single Family,0
1196,2.0,4.0,3.5, Single Family,0
1197,1.0,3.0,2.5, Single Family,1
1198,2.0,4.0,2.5, Single Family,0
1199,2.0,3.0,2.5, Single Family,0
1200,2.0,6.0,4.5, Single Family,0
1201,2.0,2.0,2.5, Condominium,3
1202,1.0,3.0,2.0, Single Family,1
1203,1.0,4.0,2.0, Single Family,1
1204,1.0,3.0,2.5, Single Family,1
1205,1.0,3.0,1.5, Single Family,1
1206,1.0,3.0,1.5, Single Family,1
1207,1.0,3.0,2.5, Single Family,1
1208,1.0,3.0,2.0, Single Family,1
1209,1.0,3.0,1.0, Single Family,1
1210,1.0,2.0,1.0, Single Family,1
1211,1.0,3.0,2.0, Single Family,1
1212,1.0,1.0,1.0, Condominium,3
1213,1.0,1.0,1.0, Condominium,3
1214,2.0,3.0,2.5, Single Family,0
1215,2.0,3.0,2.5, Single Family,0
1216,2.0,3.0,2.5, Single Family,0
1217,2.0,2.0,2.5, Townhouse,2
1218,1.0,3.0,2.5, Single Family,1
1219,2.0,4.0,2.5, Single Family,0
1220,1.0,3.0,2.0, Single Family,1
1221,2.0,4.0,2.5, Single Family,0
1222,2.0,3.0,1.0, Single Family,1
1223,2.0,3.0,2.0, Townhouse,2
1224,1.0,1.0,1.0, Condominium,3
1225,2.0,4.0,2.5, Single Family,0
1226,2.0,4.0,2.5, Single Family,0
1227,1.5,3.0,2.0, Single Family,1
1228,1.0,3.0,2.5, Single Family,1
1229,2.0,5.0,2.5, Single Family,0
1230,1.5,4.0,2.5, Single Family,0
1231,2.0,4.0,3.5, Single Family,0
1232,2.0,4.0,2.5, Single Family,0
1233,2.0,4.0,2.5, Single Family,0
1234,2.0,3.0,2.5, Single Family,0
1235,2.0,3.0,2.5, Single Family,0
1236,2.0,5.0,5.5, Single Family,0
1237,1.5,4.0,2.5, Single Family,0
1238,2.0,4.0,2.5, Single Family,0
1239,2.0,2.0,2.5, Townhouse,2
1240,2.0,4.0,2.5, Single Family,0
1241,2.0,2.0,2.5, Townhouse,2
1242,2.0,2.0,2.5, Townhouse,2
1243,1.0,1.0,1.0, Condominium,3
1244,1.0,3.0,2.0, Single Family,1
1245,1.0,3.0,2.0, Single Family,1
1246,1.5,3.0,2.0, Single Family,1
1247,1.0,3.0,2.0, Single Family,1
1248,2.0,2.0,2.5, Townhouse,2
1249,1.0,3.0,2.0, Single Family,1
1250,2.0,4.0,3.5, Single Family,0
1251,1.0,3.0,2.0, Single Family,1
1252,1.0,2.0,1.0, Single Family,1
1253,1.0,2.0,1.0, Single Family,1
1254,1.0,2.0,2.0, Single Family,1
1255,1.0,3.0,1.0, Single Family,1
1256,1.0,3.0,2.0, Single Family,1
1257,1.0,3.0,1.0, Single Family,1
1258,2.0,3.0,2.5, Single Family,0
1259,1.0,3.0,2.0, Single Family,1
1260,1.0,3.0,1.0, Single Family,1
1261,2.0,3.0,2.5, Single Family,0
1262,2.5,3.0,2.5, Condominium,3
1263,1.0,2.0,2.0, Condominium,3
1264,2.0,4.0,3.0, Single Family,0
1265,2.0,4.0,2.5, Single Family,0
1266,1.0,3.0,2.0, Condominium,3
1267,2.0,4.0,2.5, Single Family,0
1268,2.5,4.0,2.5, Single Family,0
1269,2.0,4.0,2.5, Single Family,0
1270,2.0,4.0,2.5, Single Family,0
1271,1.0,3.0,2.0, Single Family,1
1272,1.0,3.0,1.5, Single Family,1
1273,1.0,4.0,3.0, Single Family,1
1274,1.0,3.0,2.0, Single Family,1
1275,2.5,3.0,3.5, Townhouse,2
1276,2.0,3.0,2.5, Single Family,0
1277,2.0,4.0,2.5, Single Family,0
1278,1.0,3.0,1.0, Single Family,1
1279,2.0,3.0,2.5, Single Family,0
1280,2.5,5.0,2.5, Single Family,0
1281,2.0,4.0,2.5, Single Family,0
1282,2.0,3.0,2.5, Single Family,0
1283,1.0,3.0,2.0, Single Family,1
1284,2.0,3.0,2.5, Single Family,0
1285,1.0,3.0,2.5, Condominium,3
1286,1.0,3.0,2.0, Condominium,3
1287,2.0,4.0,2.5, Single Family,0
1288,2.0,5.0,2.5, Single Family,0
1289,1.0,2.0,2.0, Condominium,3
1290,1.0,3.0,2.0, Single Family,1
1291,1.0,3.0,1.5, Single Family,1
1292,1.0,3.0,2.5, Single Family,1
1293,1.0,1.0,1.0, Condominium,3
1294,1.0,2.0,2.5, Condominium,3
1295,2.0,3.0,2.5, Single Family,0
1296,2.0,3.0,2.5, Single Family,0
1297,2.0,4.0,2.5, Single Family,0
1298,2.0,4.0,2.5, Single Family,0
1299,1.0,3.0,2.0, Condominium,3
