,Site_Zip,Housing_Type,Cluster
42095,28213, Single Family,2
42096,28213, Single Family,2
42097,28213, Townhouse,0
42098,28213, Townhouse,0
42099,28213, Townhouse,0
42100,28213, Townhouse,0
42101,28213, Townhouse,0
42102,28213, Townhouse,0
42103,28213, Townhouse,0
42104,28213, Townhouse,0
42105,28213, Townhouse,0
42106,28213, Townhouse,0
42107,28213, Townhouse,0
42108,28213, Townhouse,0
42109,28216, Single Family,0
42110,28078, Single Family,2
42111,28227, Single Family,2
42112,28227, Single Family,2
42113,28277, Single Family,2
42114,28277, Single Family,2
42115,28277, Single Family,2
42116,28078, Townhouse,0
42117,28078, Single Family,2
42118,28078, Single Family,2
42119,28078, Townhouse,0
42120,28078, Townhouse,0
42121,28212, Single Family,2
42122,28212, Single Family,2
42123,28212, Single Family,2
42124,28227, Single Family,2
42125,28227, Single Family,2
42126,28227, Single Family,2
42127,28227, Single Family,2
42128,28227, Single Family,2
42129,28227, Single Family,2
42130,28209, Condominium,3
42131,28209, Condominium,3
42132,28209, Condominium,3
42133,28031, Single Family,1
42134,28031, Single Family,1
42135,28031, Single Family,1
42136,28031, Single Family,1
42137,28031, Single Family,1
42138,28031, Single Family,1
42139,28031, Single Family,1
42140,28031, Single Family,1
42141,28205, Single Family,2
42142,28205, Single Family,2
42143,28205, Single Family,2
42144,28205, Single Family,2
42145,28270, Single Family,2
42146,28078, Single Family,2
42147,28078, Single Family,2
42148,28078, Single Family,2
42149,28211, Single Family,4
42150,28262, Townhouse,0
42151,28262, Townhouse,0
42152,28262, Townhouse,0
42153,28269, Townhouse,0
42154,28269, Townhouse,0
42155,28078, Single Family,2
42156,28078, Single Family,2
42157,28277, Condominium,3
42158,28277, Condominium,3
42159,28078, Single Family,2
42160,28213, Single Family,2
42161,28213, Single Family,2
42162,28213, Townhouse,0
42163,28213, Townhouse,0
42164,28269, Townhouse,0
42165,28269, Townhouse,0
42166,28269, Townhouse,0
42167,28269, Townhouse,0
42168,28269, Townhouse,0
42169,28270, Single Family,2
42170,28207, Condominium,3
42171,28207, Condominium,3
42172,28207, Condominium,3
42173,28078, Single Family,2
42174,28078, Single Family,2
42175,28078, Single Family,2
42176,28078, Single Family,2
42177,28215, Single Family,2
42178,28215, Single Family,2
42179,28215, Single Family,2
42180,28078, Single Family,2
42181,28078, Single Family,2
42182,28078, Single Family,2
42183,28078, Single Family,2
42184,28078, Single Family,2
42185,28078, Single Family,2
42186,28078, Single Family,2
42187,28078, Townhouse,0
42188,28078, Single Family,2
42189,28203, Condominium,3
42190,28203, Condominium,3
42191,28203, Condominium,3
42192,28203, Condominium,3
42193,28203, Condominium,3
42194,28203, Condominium,3
42195,28277, Townhouse,0
42196,28031, Condominium,1
42197,28031, Condominium,1
42198,28216, Townhouse,0
42199,28216, Townhouse,0
42200,28216, Townhouse,0
42201,28227, Single Family,2
42202,28269, Single Family,2
42203,28269, Single Family,2
42204,28217, Single Family,2
42205,28214, Single Family,2
42206,28214, Single Family,2
42207,28214, Single Family,2
42208,28214, Townhouse,0
42209,28213, Single Family,2
42210,28213, Single Family,2
42211,28205, Single Family,2
42212,28213, Single Family,2
42213,28207, Single Family,2
42214,28227, Single Family,2
42215,28213, Single Family,2
42216,28205, Single Family,2
42217,28226, Single Family,2
42218,28207, Single Family,2
42219,28205, Single Family,2
42220,28208, Single Family,2
42221,28226, Single Family,2
42222,28227, Single Family,2
42223,28216, Single Family,0
42224,28216, Single Family,0
42225,28211, Condominium,4
42226,28273, Single Family,2
42227,28273, Single Family,2
42228,28212, Single Family,2
42229,28212, Single Family,2
42230,28212, Single Family,2
42231,28212, Single Family,2
42232,28212, Single Family,2
42233,28216, Single Family,0
42234,28226, Single Family,2
42235,28226, Single Family,2
42236,28226, Single Family,2
42237,28226, Single Family,2
42238,28226, Single Family,2
42239,28226, Single Family,2
42240,28226, Single Family,2
42241,28226, Single Family,2
42242,28226, Single Family,2
42243,28226, Single Family,2
42244,28226, Single Family,2
42245,28216, Single Family,0
42246,28216, Single Family,0
42247,28262, Condominium,3
42248,28262, Condominium,3
42249,28227, Single Family,2
42250,28208, Condominium,3
42251,28208, Condominium,3
42252,28208, Condominium,3
42253,28205, Single Family,2
42254,28205, Single Family,2
42255,28205, Single Family,2
42256,28205, Single Family,2
42257,28208, Townhouse,0
42258,28216, Single Family,0
42259,28214, Single Family,2
42260,28214, Single Family,2
42261,28031, Single Family,1
42262,28262, Single Family,2
42263,28278, Single Family,2
42264,28278, Single Family,2
42265,28278, Single Family,2
42266,28278, Single Family,2
42267,28278, Single Family,2
42268,28278, Single Family,2
42269,28278, Single Family,2
42270,28278, Single Family,2
42271,28278, Single Family,2
42272,28273, Single Family,2
42273,28036, Single Family,2
42274,28036, Single Family,2
42275,28227, Single Family,2
42276,28105, Single Family,2
42277,28105, Single Family,2
42278,28105, Single Family,2
42279,28105, Single Family,2
42280,28105, Single Family,2
42281,28105, Single Family,2
42282,28105, Single Family,2
42283,28105, Single Family,2
42284,28216, Single Family,0
42285,28216, Single Family,0
42286,28216, Single Family,0
42287,28216, Single Family,0
42288,28216, Single Family,0
42289,28216, Single Family,0
42290,28216, Single Family,0
42291,28216, Single Family,0
42292,28216, Single Family,0
42293,28216, Single Family,0
42294,28216, Single Family,0
42295,28216, Single Family,0
42296,28216, Single Family,0
42297,28216, Single Family,0
42298,28210, Single Family,3
42299,28031, Single Family,1
42300,28031, Single Family,1
42301,28031, Single Family,1
42302,28031, Single Family,1
42303,28031, Single Family,1
42304,28262, Single Family,2
42305,28262, Single Family,2
42306,28211, Condominium,4
42307,28211, Single Family,4
42308,28211, Single Family,4
42309,28211, Single Family,4
42310,28211, Single Family,4
42311,28211, Single Family,4
42312,28211, Single Family,4
42313,28211, Single Family,4
42314,28211, Single Family,4
42315,28211, Single Family,4
42316,28211, Single Family,4
42317,28208, Single Family,2
42318,28208, Single Family,2
42319,28208, Single Family,2
42320,28208, Single Family,2
42321,28208, Single Family,2
42322,28208, Single Family,2
42323,28208, Single Family,2
42324,28208, Single Family,2
42325,28208, Condominium,3
42326,28226, Single Family,2
42327,28226, Single Family,2
42328,28202, Condominium,3
42329,28208, Single Family,2
42330,28208, Single Family,2
42331,28208, Single Family,2
42332,28208, Single Family,2
42333,28208, Single Family,2
42334,28208, Single Family,2
42335,28208, Single Family,2
42336,28208, Single Family,2
42337,28208, Single Family,2
42338,28208, Single Family,2
42339,28216, Single Family,0
42340,28216, Single Family,0
42341,28214, Single Family,2
42342,28078, Single Family,2
42343,28078, Single Family,2
42344,28208, Single Family,2
42345,28031, Single Family,1
42346,28031, Single Family,1
42347,28031, Single Family,1
42348,28031, Single Family,1
42349,28031, Single Family,1
42350,28031, Single Family,1
42351,28031, Single Family,1
42352,28031, Single Family,1
42353,28031, Single Family,1
42354,28031, Single Family,1
42355,28036, Single Family,2
42356,28277, Single Family,2
42357,28277, Single Family,2
42358,28277, Single Family,2
42359,28277, Single Family,2
42360,28277, Single Family,2
42361,28277, Single Family,2
42362,28216, Single Family,0
42363,28210, Condominium,3
42364,28262, Single Family,2
42365,28262, Single Family,2
42366,28262, Single Family,2
42367,28205, Single Family,2
42368,28213, Single Family,2
42369,28213, Single Family,2
42370,28217, Single Family,2
42371,28269, Single Family,2
42372,28269, Single Family,2
42373,28211, Single Family,4
42374,28211, Single Family,4
42375,28277, Single Family,2
42376,28277, Single Family,2
42377,28277, Single Family,2
42378,28226, Single Family,2
42379,28207, Single Family,2
42380,28105, Single Family,2
42381,28105, Single Family,2
42382,28214, Single Family,2
42383,28214, Single Family,2
42384,28214, Single Family,2
42385,28273, Single Family,2
42386,28273, Single Family,2
42387,28227, Single Family,2
42388,28227, Single Family,2
42389,28227, Single Family,2
42390,28227, Single Family,2
42391,28105, Single Family,2
42392,28105, Single Family,2
42393,28273, Single Family,2
42394,28277, Single Family,2
42395,28277, Single Family,2
42396,28277, Single Family,2
42397,28205, Condominium,3
42398,28205, Condominium,3
42399,28205, Condominium,3
42400,28205, Condominium,3
42401,28205, Condominium,3
42402,28277, Single Family,2
42403,28204, Condominium,3
42404,28209, Single Family,2
42405,28031, Single Family,1
42406,28031, Single Family,1
42407,28078, Single Family,2
42408,28078, Single Family,2
42409,28270, Single Family,2
42410,28270, Single Family,2
42411,28270, Single Family,2
42412,28270, Single Family,2
42413,28270, Single Family,2
42414,28270, Single Family,2
42415,28270, Single Family,2
42416,28270, Single Family,2
42417,28203, Single Family,2
42418,28203, Single Family,2
42419,28203, Single Family,2
42420,28203, Single Family,2
42421,28203, Single Family,2
42422,28203, Single Family,2
42423,28203, Single Family,2
42424,28203, Single Family,2
42425,28203, Single Family,2
42426,28203, Single Family,2
42427,28203, Single Family,2
42428,28203, Single Family,2
42429,28203, Single Family,2
42430,28203, Single Family,2
42431,28203, Condominium,3
42432,28203, Condominium,3
42433,28212, Single Family,2
42434,28214, Single Family,2
42435,28214, Single Family,2
42436,28214, Single Family,2
42437,28227, Single Family,2
42438,28278, Single Family,2
42439,28278, Single Family,2
42440,28278, Single Family,2
42441,28278, Single Family,2
42442,28278, Single Family,2
42443,28227, Single Family,2
42444,28227, Single Family,2
42445,28226, Single Family,2
42446,28226, Single Family,2
42447,28226, Single Family,2
42448,28105, Single Family,2
42449,28105, Single Family,2
42450,28105, Single Family,2
42451,28105, Single Family,2
42452,28105, Single Family,2
42453,28211, Single Family,4
42454,28105, Single Family,2
42455,28105, Single Family,2
42456,28105, Single Family,2
42457,28105, Single Family,2
42458,28205, Single Family,2
42459,28205, Single Family,2
42460,28215, Condominium,3
42461,28215, Condominium,3
42462,28215, Condominium,3
42463,28205, Single Family,2
42464,28205, Single Family,2
42465,28205, Single Family,2
42466,28205, Single Family,2
42467,28205, Single Family,2
42468,28205, Single Family,2
42469,28205, Single Family,2
42470,28031, Condominium,1
42471,28031, Condominium,1
42472,28031, Condominium,1
42473,28031, Condominium,1
42474,28031, Condominium,1
42475,28210, Single Family,3
42476,28278, Single Family,2
42477,28134, Single Family,2
42478,28273, Single Family,2
42479,28205, Single Family,2
42480,28269, Single Family,2
42481,28105, Single Family,2
42482,28105, Single Family,2
42483,28105, Single Family,2
42484,28105, Single Family,2
42485,28205, Single Family,2
42486,28278, Single Family,2
42487,28278, Single Family,2
42488,28278, Single Family,2
42489,28278, Single Family,2
42490,28278, Single Family,2
42491,28278, Single Family,2
42492,28278, Single Family,2
42493,28278, Single Family,2
42494,28278, Single Family,2
42495,28278, Single Family,2
42496,28262, Single Family,2
42497,28262, Single Family,2
42498,28262, Single Family,2
42499,28262, Single Family,2
42500,28210, Single Family,3
42501,28226, Single Family,2
42502,28226, Single Family,2
42503,28031, Condominium,1
42504,28031, Condominium,1
42505,28031, Condominium,1
42506,28031, Condominium,1
42507,28105, Single Family,2
42508,28105, Single Family,2
42509,28031, Single Family,1
42510,28277, Single Family,2
42511,28212, Single Family,2
42512,28212, Single Family,2
42513,28212, Single Family,2
42514,28212, Single Family,2
42515,28226, Single Family,2
42516,28226, Single Family,2
42517,28226, Single Family,2
42518,28226, Single Family,2
42519,28226, Single Family,2
42520,28226, Single Family,2
42521,28269, Single Family,2
42522,28227, Single Family,2
42523,28227, Single Family,2
42524,28227, Single Family,2
42525,28227, Single Family,2
42526,28227, Single Family,2
42527,28227, Single Family,2
42528,28227, Single Family,2
42529,28269, Townhouse,0
42530,28211, Single Family,4
42531,28215, Single Family,2
42532,28214, Single Family,2
42533,28216, Single Family,0
42534,28216, Single Family,0
42535,28202, Single Family,3
42536,28214, Single Family,2
42537,28205, Condominium,3
42538,28215, Single Family,2
42539,28208, Single Family,2
42540,28214, Single Family,2
42541,28214, Single Family,2
42542,28214, Single Family,2
42543,28214, Single Family,2
42544,28036, Single Family,2
42545,28036, Single Family,2
42546,28134, Single Family,2
42547,28134, Single Family,2
42548,28134, Single Family,2
42549,28134, Single Family,2
42550,28134, Single Family,2
42551,28134, Single Family,2
42552,28134, Single Family,2
42553,28134, Single Family,2
42554,28134, Single Family,2
42555,28134, Single Family,2
42556,28134, Single Family,2
42557,28134, Single Family,2
42558,28134, Single Family,2
42559,28269, Single Family,2
42560,28269, Single Family,2
42561,28210, Townhouse,3
42562,28105, Single Family,2
42563,28105, Single Family,2
42564,28105, Single Family,2
42565,28277, Single Family,2
