Stories,Bedrooms,Bathrooms,Housing_Type,Site_Zip,Housing_Age
2,4,2, Single Family,28270,36
1,2,2, Condominium,28036,27
1,3,2, Condominium,28036,26
1,2,2, Condominium,28036,26
2,2,2, Condominium,28210,22
2,3,2, Condominium,28210,22
1,1,1, High Rise Condo,28202,50
2,5,4, Single Family,28211,8
1,3,2, Single Family,28105,19
2,4,2, Single Family,28277,22
2,4,2, Single Family,28277,21
2,3,3, Single Family,28277,22
2,4,2, Single Family,28277,20
2,4,2, Single Family,28277,21
2,4,2, Single Family,28277,22
1,3,2, Single Family,28277,21
2,4,2, Single Family,28277,20
2,4,2, Single Family,28277,22
2,3,2, Single Family,28277,18
2,3,2, Single Family,28277,19
2,4,3, Single Family,28277,17
2,3,2, Single Family,28277,19
2,4,3, Single Family,28277,17
1,3,2, Single Family,28277,20
2,2,2, Townhouse,28277,21
2,2,2, Townhouse,28277,21
2,2,2, Townhouse,28277,20
2,3,3, Townhouse,28277,20
2,3,2, Townhouse,28277,21
2,2,2, Townhouse,28277,21
1,1,1, Townhouse,28203,12
1,1,1, Townhouse,28203,12
2,4,2, Single Family,28273,29
2,3,2, Single Family,28273,27
2,3,2, Single Family,28273,29
2,4,2, Single Family,28273,26
2,3,2, Single Family,28273,28
2,3,2, Single Family,28273,29
1,3,2, Single Family,28273,24
1,3,2, Single Family,28273,25
1,4,2, Single Family,28273,25
2,3,2, Single Family,28273,25
1,3,2, Townhouse,28277,18
1,3,3, Townhouse,28277,17
2,3,3, Townhouse,28277,17
1,3,2, Townhouse,28277,16
1,3,2, Townhouse,28277,17
1,3,2, Single Family,28211,16
2,5,3, Single Family,28278,6
2,3,2, Townhouse,28277,25
2,2,2, Townhouse,28277,25
1,2,2, Condominium,28210,14
2,4,2, Other,28105,50
1,3,2, Condominium,28210,17
1,2,2, Condominium,28036,33
2,3,2, Single Family,28277,25
2,3,2, Single Family,28277,27
1,3,2, Single Family,28277,25
2,3,1, Single Family,28105,90
1,3,2, Single Family,28105,120
2,3,2, Single Family,28105,27
1,2,1, Single Family,28208,110
1,4,2, Single Family,28208,3
1,3,2, Single Family,28227,28
1,3,2, Single Family,28036,39
1,2,2, Single Family,28036,39
1,3,2, Condominium,28036,24
1,3,2, Condominium,28036,24
1,3,1, Single Family,28227,36
1,2,2, Condominium,28036,22
1,2,2, Condominium,28036,22
1,3,2, Condominium,28036,22
1,2,2, Condominium,28036,22
1,2,2, Condominium,28036,22
1,3,2, Single Family,28217,40
1,3,2, Single Family,28105,56
1,2,1, Single Family,28031,105
1,3,2, Single Family,28262,28
1,2,2, Condominium,28212,40
1,2,2, Condominium,28212,39
1,2,1, Condominium,28212,40
1,2,2, Condominium,28212,39
1,2,2, Condominium,28213,40
2,3,2, Single Family,28269,17
2,4,2, Single Family,28269,18
2,3,2, Single Family,28269,19
2,3,2, Single Family,28269,20
2,4,2, Single Family,28269,21
1,3,2, Single Family,28210,54
1,3,2, Single Family,28210,55
2,4,2, Single Family,28262,15
2,3,2, Single Family,28269,24
1,2,1, Single Family,28217,52
1,2,1, Single Family,28217,54
1,3,1, Single Family,28217,51
1,3,1, Single Family,28217,57
1,2,1, Single Family,28217,51
1,3,1, Single Family,28217,52
1,3,1, Single Family,28217,57
1,2,1, Condominium,28202,40
1,1,1, Condominium,28202,39
1,2,1, Condominium,28202,40
2,2,1, Condominium,28202,40
2,3,2, Single Family,28212,16
2,3,2, Single Family,28212,16
2,3,2, Single Family,28212,15
2,3,2, Single Family,28269,29
2,3,2, Single Family,28269,29
1,3,2, Townhouse,28226,20
1,4,2, Single Family,28105,48
1,3,2, Single Family,28105,47
1,2,1, Single Family,28216,73
1,2,1, Single Family,28216,73
2,3,2, Single Family,28105,10
2,3,2, Condominium,28031,22
2,3,2, Condominium,28031,22
2,3,2, Condominium,28031,22
2,3,2, Condominium,28031,21
2,3,2, Condominium,28031,22
2,4,2, Single Family,28227,19
2,3,2, Single Family,28215,23
1,3,2, Single Family,28215,23
2,3,2, Single Family,28215,23
2,5,3, Single Family,28210,10
2,5,4, Single Family,28210,7
2,3,2, Single Family,28215,14
1,1,1, Condominium,28202,104
2,1,1, Condominium,28202,104
2,4,2, Single Family,28213,6
2,3,3, Single Family,28207,86
2,4,2, Single Family,28207,91
1,3,2, Single Family,28210,58
1,4,2, Single Family,28210,59
1,3,1, Single Family,28210,60
1,3,2, Single Family,28210,58
1,3,1, Single Family,28210,60
1,3,2, Single Family,28210,60
1,3,2, Single Family,28210,59
1,4,2, Single Family,28210,60
1,3,1, Single Family,28210,57
1,3,1, Single Family,28210,55
1,4,3, Single Family,28210,60
1,3,1, Single Family,28210,57
1,3,1, Single Family,28210,61
1,3,1, Single Family,28210,58
1,3,2, Single Family,28210,60
1,3,1, Single Family,28210,59
1,3,2, Single Family,28210,59
1,3,2, Single Family,28210,55
1,3,1, Single Family,28210,58
1,3,1, Single Family,28210,55
1,3,2, Single Family,28210,60
1,3,1, Single Family,28210,61
1,3,1, Single Family,28210,58
1,3,1, Single Family,28210,60
2,3,2, Single Family,28210,23
1,3,2, Single Family,28210,23
1,4,2, Single Family,28206,53
1,3,1, Single Family,28206,62
1,4,2, Single Family,28206,60
2,2,2, Townhouse,28205,6
2,2,2, Townhouse,28205,68
1,1,1, Townhouse,28205,13
1,1,1, Townhouse,28205,13
2,2,2, Single Family,28205,10
2,5,3, Single Family,28205,13
2,3,2, Single Family,28205,10
2,2,2, Townhouse,28205,8
2,3,2, Townhouse,28205,14
2,3,2, Townhouse,28205,6
2,2,2, Townhouse,28205,14
2,2,2, Townhouse,28205,10
2,3,2, Townhouse,28205,13
2,3,2, Townhouse,28205,6
2,2,2, Townhouse,28205,6
2,3,2, Townhouse,28205,14
2,2,2, Townhouse,28205,10
2,2,2, Townhouse,28205,8
2,5,4, Single Family,28273,5
2,4,2, Single Family,28273,20
1,3,2, Single Family,28273,11
2,4,2, Single Family,28273,20
2,4,2, Single Family,28273,20
2,5,3, Single Family,28273,17
2,5,2, Single Family,28273,15
2,4,2, Single Family,28273,14
2,4,2, Single Family,28273,15
2,5,3, Single Family,28278,15
2,4,3, Single Family,28278,15
2,3,2, Single Family,28278,16
2,5,2, Single Family,28278,14
2,3,2, Single Family,28273,34
2,3,2, Single Family,28273,33
2,4,2, Single Family,28273,26
1,3,2, Single Family,28273,24
1,3,2, Single Family,28273,23
1,3,2, Single Family,28273,23
2,3,2, Single Family,28278,21
2,4,2, Single Family,28278,16
2,3,2, Single Family,28278,23
2,3,2, Single Family,28278,17
2,3,2, Single Family,28278,18
1,3,2, Single Family,28278,23
2,3,2, Single Family,28278,16
1,3,2, Single Family,28278,23
2,3,2, Single Family,28278,23
1,3,2, Single Family,28215,44
1,3,2, Single Family,28215,44
2,4,3, Single Family,28078,16
2,4,3, Single Family,28078,21
2,5,3, Single Family,28078,18
2,5,4, Single Family,28078,19
2,5,3, Single Family,28078,20
2,4,3, Single Family,28078,18
2,5,2, Single Family,28078,21
2,3,4, Townhouse,28207,13
1,2,3, High Rise Condo,28209,31
2,3,2, Single Family,28215,20
2,3,2, Single Family,28215,21
2,3,2, Single Family,28215,20
2,3,2, Single Family,28215,21
1,3,2, Single Family,28215,21
1,3,2, Single Family,28215,21
1,3,2, Single Family,28216,18
1,3,2, Single Family,28216,19
1,3,2, Single Family,28216,19
2,3,3, Townhouse,28277,21
2,2,3, Townhouse,28277,19
2,3,3, Townhouse,28277,21
2,2,2, Townhouse,28277,18
2,3,3, Single Family,28078,13
1,3,2, Single Family,28214,18
1,3,2, Condominium,28036,32
1,3,2, Condominium,28036,32
1,3,2, Condominium,28036,33
1,3,2, Single Family,28277,15
1,3,2, Single Family,28277,16
2,3,3, Townhouse,28277,11
2,3,2, Townhouse,28277,14
2,3,2, Townhouse,28277,13
2,3,3, Townhouse,28277,14
2,3,2, Townhouse,28277,11
2,3,2, Townhouse,28277,11
2,3,2, Townhouse,28277,15
2,3,2, Townhouse,28277,10
2,3,2, Townhouse,28277,15
2,3,2, Townhouse,28277,10
2,2,2, Townhouse,28277,15
2,3,3, Townhouse,28277,14
2,3,2, Townhouse,28277,11
2,3,2, Single Family,28277,14
2,3,2, Single Family,28277,14
2,4,2, Single Family,28277,15
2,4,3, Single Family,28277,15
2,4,2, Single Family,28277,16
2,4,3, Single Family,28277,14
2,6,3, Single Family,28277,15
2,5,3, Single Family,28277,15
2,4,4, Single Family,28277,14
1,2,2, Single Family,28277,12
2,5,4, Single Family,28277,10
2,5,3, Single Family,28277,9
2,5,3, Single Family,28277,10
2,3,2, Single Family,28277,13
2,3,2, Single Family,28277,14
2,4,2, Single Family,28277,13
2,5,2, Single Family,28277,14
2,3,2, Townhouse,28273,6
2,3,2, Townhouse,28273,5
2,3,2, Townhouse,28273,7
2,3,2, Townhouse,28273,16
2,3,2, Single Family,28078,21
2,3,2, Single Family,28078,21
2,3,2, Single Family,28078,23
2,3,2, Single Family,28078,21
1,3,2, Single Family,28078,22
1,3,2, Condominium,28209,36
2,4,2, Single Family,28269,15
1,3,2, Single Family,28212,40
2,4,3, Single Family,28277,24
2,4,3, Single Family,28227,13
2,4,3, Single Family,28227,13
2,4,4, Single Family,28227,13
2,3,2, Townhouse,28273,14
2,3,2, Townhouse,28273,15
2,3,2, Townhouse,28273,14
2,3,2, Townhouse,28273,14
2,3,2, Townhouse,28273,15
2,3,2, Townhouse,28217,14
2,2,2, Townhouse,28217,19
2,3,2, Townhouse,28217,20
2,3,2, Townhouse,28217,19
2,2,2, Townhouse,28217,20
2,2,2, Townhouse,28217,20
1,3,2, Single Family,28277,27
2,3,2, Single Family,28277,23
2,3,2, Single Family,28277,26
2,4,2, Single Family,28277,28
2,5,6, Single Family,28226,14
2,4,4, Single Family,28226,19
1,3,2, Single Family,28269,25
2,3,2, Single Family,28078,21
2,3,2, Single Family,28078,16
2,3,2, Single Family,28078,18
2,3,2, Single Family,28078,16
2,3,2, Single Family,28078,16
2,3,2, Single Family,28078,18
2,3,2, Single Family,28078,16
2,3,2, Single Family,28078,18
2,3,2, Single Family,28078,18
2,3,2, Single Family,28078,18
2,3,2, Townhouse,28273,13
2,3,2, Single Family,28211,43
1,4,3, Single Family,28211,59
1,3,2, Townhouse,28211,42
2,3,2, Townhouse,28211,47
2,3,2, Townhouse,28211,45
1,3,2, Single Family,28211,36
2,4,2, Single Family,28211,40
1,3,2, Single Family,28211,63
1,3,2, Single Family,28211,64
1,4,2, Single Family,28211,55
1,4,2, Single Family,28211,51
1,4,3, Single Family,28211,54
1,3,2, Single Family,28211,54
1,3,2, Single Family,28211,61
1,4,3, Single Family,28211,46
2,4,3, Single Family,28211,55
2,3,3, Single Family,28211,18
1,4,2, Single Family,28211,61
1,3,2, Single Family,28211,53
2,3,2, Townhouse,28211,42
1,3,2, Single Family,28211,64
1,3,2, Single Family,28211,53
1,4,3, Single Family,28211,62
1,3,2, Single Family,28211,47
1,4,2, Single Family,28211,36
2,4,2, Single Family,28211,44
1,4,2, Single Family,28211,53
1,3,2, Single Family,28211,59
2,4,2, Single Family,28211,51
2,4,2, Single Family,28211,36
1,3,2, Single Family,28211,42
1,3,2, Single Family,28269,19
2,3,2, Single Family,28269,21
2,4,4, Single Family,28210,33
1,3,2, Townhouse,28227,47
2,2,1, Townhouse,28227,39
2,3,2, Single Family,28078,30
2,3,2, Single Family,28078,29
2,4,2, Single Family,28078,31
2,4,2, Single Family,28078,27
2,4,2, Single Family,28078,32
2,3,3, Single Family,28078,30
2,3,2, Single Family,28278,15
2,4,2, Single Family,28278,16
2,3,2, Single Family,28278,19
2,4,2, Single Family,28278,18
2,4,2, Single Family,28278,17
2,3,2, Single Family,28278,19
2,3,2, Single Family,28031,27
2,4,2, Single Family,28031,27
2,4,2, Single Family,28031,27
2,3,2, Single Family,28031,24
2,3,2, Single Family,28031,26
2,4,2, Single Family,28214,10
2,3,2, Single Family,28214,13
2,3,2, Single Family,28214,11
2,3,2, Single Family,28214,13
2,4,2, Single Family,28214,11
2,4,2, Single Family,28214,12
2,3,2, Single Family,28214,11
2,4,2, Single Family,28214,11
2,4,4, Single Family,28105,44
2,6,4, Single Family,28105,25
2,3,2, Single Family,28277,24
2,4,3, Single Family,28277,25
2,5,3, Single Family,28105,14
2,3,2, Single Family,28212,17
2,3,2, Single Family,28212,14
2,3,2, Single Family,28212,14
2,4,2, Single Family,28226,39
2,3,2, Single Family,28226,45
2,4,2, Single Family,28226,37
1,3,3, Single Family,28226,36
1,4,2, Single Family,28226,42
1,3,2, Single Family,28214,21
2,2,2, Townhouse,28217,20
2,3,2, Townhouse,28105,20
2,3,2, Townhouse,28105,21
2,2,2, Townhouse,28105,21
2,3,2, Townhouse,28105,19
2,2,2, Townhouse,28105,17
2,2,2, Townhouse,28105,21
2,3,2, Townhouse,28105,19
2,3,2, Townhouse,28105,20
2,2,2, Townhouse,28105,21
2,1,2, Townhouse,28105,18
2,3,2, Townhouse,28105,14
2,2,2, Townhouse,28105,15
2,3,2, Townhouse,28105,14
2,2,2, Townhouse,28105,16
2,3,2, Single Family,28214,11
1,3,2, Single Family,28036,13
2,3,2, Single Family,28036,10
2,5,3, Single Family,28036,9
2,3,2, Single Family,28036,14
2,4,2, Single Family,28036,9
1,3,2, Single Family,28036,13
2,3,2, Single Family,28036,13
2,3,2, Single Family,28036,11
2,3,2, Single Family,28036,12
2,3,2, Single Family,28036,13
2,5,3, Single Family,28036,11
2,3,2, Single Family,28214,19
1,3,2, Single Family,28214,19
2,4,3, Single Family,28227,13
2,6,4, Single Family,28227,3
2,5,3, Single Family,28227,14
2,5,3, Single Family,28227,7
2,5,4, Single Family,28227,6
2,5,4, Single Family,28227,13
1,1,1, Single Family,28205,75
2,5,4, Single Family,28205,3
2,3,2, Single Family,28205,74
1,2,1, Single Family,28205,72
2,3,3, Condominium,28208,15
2,4,3, Single Family,28205,8
1,4,3, Single Family,28205,74
1,3,1, Single Family,28205,80
1,3,1, Single Family,28205,80
1,2,1, Single Family,28208,73
1,2,1, Single Family,28208,73
1,3,2, Single Family,28208,75
1,2,1, Single Family,28208,73
1,3,1, Single Family,28208,67
1,3,2, Single Family,28208,81
1,2,1, Single Family,28208,91
1,2,1, Single Family,28208,83
1,3,1, Single Family,28205,31
1,3,1, Single Family,28205,91
1,3,1, Single Family,28205,31
2,3,2, Single Family,28205,18
1,3,2, Single Family,28205,104
1,3,3, Single Family,28205,91
1,3,1, Single Family,28205,31
2,3,3, Single Family,28031,21
2,4,4, Single Family,28078,7
2,5,5, Single Family,28203,3
2,4,2, Single Family,28203,13
1,3,1, Single Family,28203,75
2,5,4, Single Family,28203,6
2,3,2, Single Family,28216,19
2,4,2, Single Family,28216,19
2,4,2, Single Family,28216,17
2,3,2, Single Family,28216,15
2,3,2, Single Family,28216,15
1,1,1, Single Family,28269,27
1,3,2, Single Family,28205,15
2,3,2, Single Family,28269,26
1,4,2, Single Family,28036,78
2,4,2, Single Family,28214,6
2,3,2, Single Family,28214,14
2,4,2, Single Family,28273,26
1,2,1, Condominium,28226,54
2,3,1, Condominium,28226,54
1,2,1, Condominium,28226,54
2,3,2, Condominium,28226,54
2,3,2, Single Family,28269,9
2,4,2, Single Family,28269,10
2,3,2, Single Family,28269,8
2,4,2, Single Family,28269,7
2,5,3, Single Family,28269,7
2,4,2, Single Family,28269,10
2,4,2, Single Family,28269,34
2,2,2, Condominium,28202,18
2,3,2, Single Family,28227,16
2,3,2, Single Family,28227,16
2,3,2, Single Family,28227,15
1,3,2, Single Family,28078,31
2,3,2, Single Family,28078,33
1,3,2, Single Family,28078,33
1,3,2, Single Family,28078,32
2,4,2, Single Family,28078,31
1,3,2, Single Family,28212,38
1,2,2, Single Family,28212,39
1,3,1, Single Family,28269,50
1,3,2, Single Family,28269,41
1,2,2, Single Family,28269,42
1,3,1, Single Family,28269,49
1,3,1, Single Family,28269,49
1,3,1, Single Family,28269,49
3,3,2, Townhouse,28078,19
2,3,2, Townhouse,28078,20
2,3,2, Single Family,28078,18
2,4,2, Single Family,28078,18
2,3,2, Townhouse,28078,18
2,3,2, Single Family,28078,18
2,2,2, Townhouse,28078,17
2,2,2, Townhouse,28078,19
2,2,2, Townhouse,28078,21
1,3,2, Single Family,28078,7
2,3,2, Single Family,28078,16
2,3,2, Single Family,28078,16
2,4,3, Single Family,28078,16
2,3,2, Single Family,28078,16
2,3,2, Single Family,28078,15
2,4,2, Single Family,28078,15
2,4,2, Single Family,28078,15
2,4,3, Single Family,28270,25
2,5,4, Single Family,28270,25
2,3,2, Single Family,28273,48
1,3,2, Single Family,28273,46
1,3,2, Single Family,28273,48
1,3,2, Single Family,28273,45
1,3,2, Single Family,28227,45
1,3,2, Single Family,28227,47
2,3,2, Single Family,28078,30
2,3,2, Single Family,28273,25
1,4,3, Single Family,28227,9
2,4,3, Single Family,28227,9
1,4,2, Single Family,28227,13
1,3,2, Single Family,28205,72
1,2,2, Condominium,28036,27
1,3,2, Single Family,28036,57
1,4,2, Single Family,28036,53
1,2,2, Condominium,28031,19
1,2,2, Condominium,28031,19
1,3,1, Single Family,28216,70
1,2,2, Condominium,28203,18
1,1,1, Condominium,28203,18
1,2,2, Condominium,28203,18
1,1,1, Condominium,28203,18
1,2,2, Condominium,28203,18
1,1,1, Condominium,28202,14
1,1,1, Condominium,28202,14
1,2,2, Condominium,28202,14
1,1,1, Condominium,28202,14
1,2,2, Condominium,28202,14
1,1,1, Condominium,28202,14
1,1,1, Condominium,28202,14
1,1,1, Condominium,28202,14
1,1,1, Condominium,28202,14
1,2,2, Condominium,28202,14
1,1,1, Condominium,28202,14
1,3,2, Single Family,28134,15
1,2,2, Single Family,28134,14
1,2,2, Single Family,28134,16
1,2,2, Single Family,28134,15
1,2,2, Single Family,28134,14
1,4,2, Single Family,28213,9
2,4,3, Single Family,28213,7
1,4,2, Single Family,28213,5
2,4,2, Single Family,28213,5
2,4,2, Single Family,28213,7
1,4,3, Single Family,28213,8
1,3,2, Single Family,28213,5
2,6,5, Single Family,28105,16
1,2,2, Condominium,28202,11
2,5,4, Single Family,28278,7
2,5,4, Single Family,28278,6
2,5,4, Single Family,28278,7
2,5,4, Single Family,28278,7
2,4,3, Single Family,28278,15
2,5,3, Single Family,28278,15
2,4,4, Single Family,28278,15
2,4,3, Single Family,28278,14
2,5,3, Single Family,28278,15
2,4,3, Single Family,28278,15
2,5,4, Single Family,28278,15
2,4,3, Single Family,28278,15
2,4,3, Single Family,28278,6
2,5,4, Single Family,28278,4
1,4,3, Single Family,28278,5
2,4,3, Single Family,28278,4
1,4,3, Single Family,28278,5
2,3,2, Single Family,28278,13
2,5,3, Single Family,28278,15
2,4,3, Single Family,28278,6
2,4,3, Single Family,28278,15
1,3,2, Single Family,28278,6
1,4,3, Single Family,28278,11
2,4,3, Single Family,28278,15
2,6,5, Single Family,28278,15
2,4,3, Single Family,28278,7
2,4,2, Single Family,28278,10
3,5,4, Single Family,28078,8
2,4,3, Single Family,28031,16
2,4,4, Single Family,28031,15
1,2,1, Single Family,28211,67
2,5,5, Single Family,28278,16
1,1,1, Condominium,28203,13
1,3,2, Single Family,28278,35
1,3,2, Single Family,28278,30
1,4,1, Single Family,28216,53
1,2,1, Single Family,28208,88
1,3,1, Single Family,28208,72
1,3,1, Single Family,28205,63
1,3,1, Single Family,28208,89
2,3,2, Single Family,28208,17
1,2,1, Single Family,28208,93
2,3,2, Single Family,28208,17
1,2,1, Single Family,28208,90
2,3,2, Single Family,28212,14
2,3,2, Single Family,28212,14
2,3,2, Single Family,28269,15
1,3,2, Single Family,28269,15
2,4,2, Single Family,28105,32
2,3,2, Single Family,28105,24
1,3,2, Single Family,28105,22
1,3,3, Single Family,28277,17
1,3,3, Single Family,28277,17
1,3,2, Single Family,28214,93
1,2,1, Single Family,28214,96
1,3,2, Single Family,28214,100
1,3,1, Single Family,28214,96
1,3,2, Single Family,28208,18
1,2,1, Townhouse,28210,36
1,2,1, Townhouse,28210,37
2,3,2, Townhouse,28210,38
1,3,1, Single Family,28215,54
1,3,2, Single Family,28227,43
1,3,1, Single Family,28227,44
1,3,2, Single Family,28227,44
1,3,2, Single Family,28227,44
2,4,2, Single Family,28227,45
1,3,2, Single Family,28227,46
1,3,2, Single Family,28227,43
1,3,2, Single Family,28227,44
2,3,2, Single Family,28269,27
1,4,3, Single Family,28277,42
2,3,2, Single Family,28277,38
1,3,2, Single Family,28277,38
2,4,2, Single Family,28270,35
1,1,1, Condominium,28202,17
2,3,2, Condominium,28202,20
1,2,2, Condominium,28202,17
1,2,2, Condominium,28202,20
2,3,2, Condominium,28202,18
1,2,2, Condominium,28202,20
1,1,1, Condominium,28202,20
1,2,1, Single Family,28208,70
1,5,3, Single Family,28208,15
1,3,2, Single Family,28214,16
1,3,2, Single Family,28214,16
2,4,3, Single Family,28078,3
2,4,3, Single Family,28031,16
2,4,2, Single Family,28078,32
2,4,2, Single Family,28078,31
2,4,2, Single Family,28078,29
2,4,5, Single Family,28226,13
1,4,3, Single Family,28226,7
1,3,1, Other,28269,57
1,3,1, Other,28269,57
2,4,2, Single Family,28270,55
2,3,2, Townhouse,28216,24
2,2,2, Townhouse,28216,23
2,3,2, Townhouse,28216,22
2,3,2, Townhouse,28216,24
2,3,2, Townhouse,28213,18
2,3,2, Townhouse,28213,18
2,3,3, Townhouse,28213,19
2,2,2, Townhouse,28213,18
2,2,2, Townhouse,28213,19
2,3,3, Townhouse,28213,18
2,3,2, Townhouse,28213,18
2,3,2, Townhouse,28213,18
2,2,2, Townhouse,28078,21
2,2,2, Townhouse,28078,22
2,2,2, Townhouse,28078,21
2,2,2, Townhouse,28078,22
2,2,2, Townhouse,28078,22
2,2,2, Townhouse,28226,21
2,3,2, Townhouse,28226,21
2,2,2, Townhouse,28226,21
2,3,2, Condominium,28031,23
2,4,3, Condominium,28031,23
2,2,2, Condominium,28203,13
2,3,1, Townhouse,28134,31
2,2,2, Townhouse,28210,32
2,2,2, Townhouse,28210,32
2,4,2, Single Family,28031,25
1,4,3, Single Family,28227,20
1,3,2, Single Family,28078,85
2,2,2, Townhouse,28105,16
1,1,1, Condominium,28202,14
1,2,2, Condominium,28202,14
1,2,2, Condominium,28202,14
1,1,1, Condominium,28202,14
1,2,2, Condominium,28202,14
1,2,2, Condominium,28202,14
1,1,1, Condominium,28202,14
1,2,2, Townhouse,28227,15
1,3,2, Single Family,28134,12
2,3,2, Single Family,28134,11
1,2,2, Condominium,28209,11
1,1,1, Condominium,28209,11
1,1,1, Condominium,28209,11
1,2,2, Condominium,28209,11
1,3,2, Single Family,28215,32
1,2,2, Condominium,28227,19
1,2,2, Condominium,28203,13
2,4,3, Single Family,28210,28
2,5,3, Single Family,28210,33
2,4,4, Single Family,28210,31
2,4,3, Single Family,28210,34
2,5,3, Single Family,28210,31
2,2,2, Townhouse,28226,39
2,2,2, Townhouse,28226,47
2,2,2, Townhouse,28226,36
2,3,2, Single Family,28269,17
1,2,1, Single Family,28269,37
1,2,1, Single Family,28269,61
1,3,2, Single Family,28269,28
1,3,1, Single Family,28269,68
1,3,1, Single Family,28269,68
1,3,2, Single Family,28216,24
2,3,2, Single Family,28216,24
1,3,2, Single Family,28216,25
1,2,2, Townhouse,28216,24
2,3,2, Townhouse,28216,25
2,2,2, Townhouse,28216,25
2,2,2, Townhouse,28216,24
2,4,3, Condominium,28211,52
1,2,2, Condominium,28211,52
2,2,2, Condominium,28211,52
2,3,2, Single Family,28269,15
2,3,2, Single Family,28269,14
2,3,2, Single Family,28269,15
2,3,2, Single Family,28269,14
2,3,3, Townhouse,28226,7
2,3,2, Single Family,28208,80
2,4,2, Single Family,28226,49
1,3,2, Single Family,28269,25
2,3,2, Single Family,28269,24
1,4,2, Single Family,28273,32
1,3,1, Single Family,28208,97
1,3,2, Single Family,28208,20
2,4,2, Single Family,28215,23
1,3,2, Single Family,28215,23
2,3,2, Single Family,28215,23
2,3,2, Single Family,28215,23
2,3,2, Single Family,28215,23
2,3,2, Single Family,28215,24
2,3,2, Single Family,28215,22
2,3,2, Single Family,28215,24
1,3,2, Single Family,28215,22
2,4,2, Single Family,28215,23
2,3,2, Single Family,28273,44
2,3,2, Single Family,28273,38
1,3,2, Single Family,28273,44
1,4,2, Single Family,28212,25
2,4,5, Single Family,28078,15
2,4,2, Single Family,28269,14
2,3,2, Single Family,28269,14
1,1,1, Townhouse,28031,29
2,3,2, Single Family,28269,15
2,3,2, Single Family,28269,14
2,3,2, Single Family,28269,14
2,2,2, Townhouse,28277,20
2,2,2, Townhouse,28277,19
2,3,2, Single Family,28213,6
2,3,2, Single Family,28213,7
2,4,2, Single Family,28213,9
1,3,2, Single Family,28213,22
2,2,2, Townhouse,28213,20
1,3,2, Townhouse,28213,22
2,2,2, Townhouse,28213,20
1,3,2, Townhouse,28213,22
2,3,2, Townhouse,28213,19
1,3,2, Townhouse,28213,22
1,2,2, Townhouse,28213,23
1,3,2, Townhouse,28213,20
1,3,2, Townhouse,28213,22
2,2,1, Townhouse,28213,20
1,3,2, Townhouse,28213,22
2,2,2, Townhouse,28213,19
1,3,2, Townhouse,28213,22
2,3,2, Townhouse,28213,20
2,2,2, Townhouse,28213,22
2,3,2, Townhouse,28213,22
1,3,2, Townhouse,28213,22
1,3,2, Townhouse,28213,22
2,2,2, Townhouse,28213,22
1,3,1, Single Family,28216,60
1,2,1, Single Family,28216,63
1,2,1, Single Family,28216,60
1,3,1, Single Family,28216,61
1,3,1, Single Family,28216,60
1,3,1, Single Family,28216,62
1,2,1, Single Family,28216,63
1,2,1, Single Family,28216,57
1,2,1, Single Family,28216,60
1,3,2, Single Family,28216,60
1,2,1, Single Family,28216,65
1,3,1, Single Family,28216,66
1,3,2, Single Family,28216,62
1,3,2, Single Family,28216,60
2,4,2, Single Family,28216,51
1,3,3, Single Family,28211,47
2,4,4, Single Family,28211,20
1,4,2, Single Family,28215,52
2,4,1, Single Family,28270,64
1,3,2, Single Family,28227,55
2,3,2, Single Family,28214,15
2,3,2, Single Family,28214,16
1,3,2, Single Family,28214,15
2,4,3, Single Family,28277,18
1,4,2, Single Family,28215,67
2,3,2, Townhouse,28216,18
2,2,2, Townhouse,28078,5
2,2,2, Townhouse,28078,22
2,3,2, Single Family,28078,22
2,2,2, Townhouse,28078,22
2,3,2, Single Family,28078,21
1,3,2, Single Family,28078,21
2,4,3, Single Family,28078,11
1,4,3, Single Family,28078,14
2,4,2, Single Family,28078,8
2,4,3, Single Family,28078,13
2,3,2, Single Family,28078,7
1,3,3, Single Family,28078,11
2,4,2, Single Family,28078,7
2,5,4, Single Family,28078,6
2,4,3, Single Family,28078,11
2,5,4, Single Family,28078,14
1,4,2, Single Family,28078,7
2,3,3, Single Family,28078,12
2,4,2, Single Family,28078,8
2,4,2, Single Family,28078,12
2,5,3, Single Family,28078,10
1,3,2, Single Family,28078,27
2,4,3, Single Family,28078,6
2,2,2, Single Family,28078,13
2,3,3, Single Family,28078,8
2,3,2, Single Family,28078,14
1,3,1, Single Family,28212,57
1,3,2, Single Family,28212,37
1,3,2, Single Family,28212,38
1,4,2, Single Family,28212,66
2,6,3, Single Family,28227,15
2,4,3, Single Family,28227,14
2,4,3, Single Family,28227,14
2,4,3, Single Family,28227,14
1,3,1, Single Family,28227,43
2,3,2, Single Family,28227,18
2,3,2, Single Family,28227,17
2,3,2, Single Family,28227,14
2,3,2, Single Family,28227,17
1,2,1, Condominium,28209,53
1,2,1, Condominium,28209,53
1,3,2, Condominium,28209,53
1,2,1, Condominium,28209,53
1,3,2, Condominium,28209,53
1,3,2, Condominium,28209,53
1,2,1, Condominium,28209,53
1,2,1, Condominium,28209,53
1,2,1, Condominium,28209,53
1,3,2, Condominium,28209,53
1,2,1, Condominium,28209,53
1,3,2, Single Family,28031,14
2,3,2, Single Family,28031,19
