Stories,Bedrooms,Bathrooms,Housing_Type,Site_Zip,Housing_Age
1,3,2, Single Family,28214,62
1,3,2, Single Family,28214,59
1,3,1, Single Family,28214,64
1,3,3, Single Family,28214,52
1,3,1, Single Family,28214,59
1,3,2, Single Family,28214,56
1,4,2, Single Family,28214,62
2,2,2, Townhouse,28214,36
2,4,2, Single Family,28214,30
1,3,2, Single Family,28214,31
1,3,2, Single Family,28214,25
1,3,2, Single Family,28205,65
1,3,2, Single Family,28205,65
1,3,2, Single Family,28205,68
1,2,1, Single Family,28205,74
1,3,2, Single Family,28205,66
1,3,1, Single Family,28205,70
1,3,1, Single Family,28205,62
1,2,2, Single Family,28205,71
1,3,1, Single Family,28205,62
1,3,2, Single Family,28205,73
2,5,3, Single Family,28205,3
2,5,3, Single Family,28205,3
1,3,1, Single Family,28205,74
2,3,2, Single Family,28205,23
2,3,2, Single Family,28205,23
2,3,2, Single Family,28205,23
2,4,2, Single Family,28205,23
2,4,2, Single Family,28205,24
2,5,4, Single Family,28031,4
1,3,3, Single Family,28031,46
2,4,4, Single Family,28031,16
1,2,2, Single Family,28031,37
1,4,4, Single Family,28031,5
1,2,1, Single Family,28205,91
1,3,2, Single Family,28227,43
1,3,2, Single Family,28105,45
1,3,2, Single Family,28105,45
2,4,2, Single Family,28105,44
1,3,2, Single Family,28270,43
2,3,2, Single Family,28270,44
2,3,2, Single Family,28270,44
2,4,2, Single Family,28270,44
1,2,2, Condominium,28202,14
1,1,1, Condominium,28202,14
1,1,1, Condominium,28202,14
1,1,1, Condominium,28202,14
2,4,2, Single Family,28105,36
2,5,2, Single Family,28105,36
1,2,2, Condominium,28202,15
1,1,1, Condominium,28202,15
1,1,1, Condominium,28202,15
1,2,2, Condominium,28202,15
1,1,1, Condominium,28202,15
1,1,1, Condominium,28202,15
2,3,2, Single Family,28273,20
2,3,2, Single Family,28213,18
1,3,2, Single Family,28213,19
1,3,2, Single Family,28213,19
1,3,2, Single Family,28213,19
1,3,1, Single Family,28213,19
1,3,2, Single Family,28273,19
2,3,2, Single Family,28213,17
1,3,2, Single Family,28213,19
2,3,2, Single Family,28273,17
2,4,2, Single Family,28213,20
1,3,2, Single Family,28213,20
2,3,2, Single Family,28273,20
2,3,2, Single Family,28273,17
1,4,2, Single Family,28273,20
2,3,2, Single Family,28213,20
2,3,2, Single Family,28213,19
2,3,2, Townhouse,28213,13
1,3,2, Single Family,28273,19
2,3,2, Single Family,28273,14
2,2,2, Townhouse,28277,16
2,2,2, Townhouse,28277,17
2,2,2, Townhouse,28277,16
2,3,2, Townhouse,28277,15
2,2,2, Townhouse,28277,17
2,3,2, Townhouse,28277,18
1,3,2, Single Family,28277,31
1,3,2, Single Family,28277,29
2,3,2, Townhouse,28270,20
2,3,2, Townhouse,28270,19
1,4,2, Single Family,28212,54
1,3,2, Single Family,28212,53
1,3,2, Single Family,28212,53
1,3,2, Single Family,28212,49
2,4,2, Single Family,28212,50
1,3,2, Single Family,28212,53
1,1,1, Condominium,28212,52
1,1,1, Condominium,28212,52
1,2,1, Condominium,28212,52
1,3,2, Single Family,28078,22
1,3,2, Single Family,28078,24
2,3,2, Single Family,28078,21
2,3,2, Townhouse,28270,16
2,2,2, Townhouse,28270,16
2,3,2, Townhouse,28270,16
2,3,2, Townhouse,28270,17
2,4,2, Townhouse,28270,15
2,3,2, Townhouse,28270,15
2,3,2, Townhouse,28270,15
2,3,2, Townhouse,28270,16
2,3,2, Townhouse,28270,15
2,2,2, Townhouse,28270,18
2,3,2, Townhouse,28270,18
2,2,2, Townhouse,28270,18
2,3,2, Townhouse,28270,17
1,4,2, Single Family,28213,9
1,3,2, Single Family,28216,15
2,4,4, Single Family,28204,3
2,4,4, Single Family,28204,3
2,4,4, Single Family,28204,3
2,4,3, Single Family,28205,4
1,3,2, Single Family,28216,63
2,1,1, Townhouse,28209,10
2,2,2, Townhouse,28209,10
2,2,2, Townhouse,28209,10
2,2,2, Townhouse,28209,10
2,2,2, Townhouse,28209,10
2,2,2, Townhouse,28209,10
2,2,2, Townhouse,28209,10
2,1,1, Townhouse,28209,10
1,4,2, Single Family,28278,9
1,4,3, Single Family,28278,7
2,5,3, Single Family,28278,9
1,4,2, Single Family,28278,11
2,4,3, Single Family,28278,13
2,4,3, Single Family,28278,11
2,4,3, Single Family,28278,11
2,4,3, Single Family,28278,8
2,4,2, Single Family,28278,9
2,5,3, Single Family,28278,8
1,4,2, Single Family,28278,9
1,3,2, Single Family,28105,37
2,3,2, Single Family,28212,33
2,3,2, Single Family,28214,15
2,3,2, Single Family,28214,11
1,3,2, Single Family,28214,21
2,3,2, Single Family,28214,18
2,3,2, Single Family,28214,19
1,3,2, Single Family,28214,19
1,3,2, Single Family,28214,21
2,3,2, Single Family,28214,21
2,3,2, Single Family,28214,18
2,3,2, Single Family,28213,13
2,4,2, Single Family,28213,22
2,4,2, Single Family,28213,22
2,3,2, Single Family,28213,25
1,3,2, Single Family,28207,92
2,4,2, Single Family,28207,86
1,2,1, Single Family,28278,54
2,5,6, Single Family,28278,15
1,4,3, Single Family,28278,24
1,3,2, Single Family,28278,3
2,4,5, Single Family,28031,15
1,3,4, Single Family,28031,16
1,3,1, Single Family,28278,63
2,7,6, Single Family,28031,17
1,1,1, Condominium,28207,80
2,3,2, Single Family,28105,19
1,3,3, Single Family,28105,6
1,3,2, Single Family,28105,19
1,3,2, Single Family,28105,20
1,3,1, Single Family,28227,56
2,3,2, Single Family,28269,23
2,3,2, Single Family,28227,19
1,3,2, Single Family,28212,61
1,3,1, Single Family,28205,59
1,3,1, Single Family,28205,54
1,3,1, Single Family,28205,59
1,2,2, Single Family,28216,60
2,2,2, Townhouse,28277,35
2,2,2, Townhouse,28277,32
2,1,1, Townhouse,28277,36
2,2,1, Townhouse,28277,35
2,2,2, Townhouse,28277,35
2,2,1, Townhouse,28277,32
2,2,1, Townhouse,28277,34
2,2,2, Townhouse,28277,35
2,2,2, Townhouse,28277,32
1,3,2, Single Family,28269,55
1,2,2, Condominium,28210,34
1,1,1, Condominium,28210,36
2,2,2, Condominium,28210,36
2,2,2, Condominium,28210,35
2,4,4, Condominium,28207,14
1,3,2, Single Family,28278,47
1,4,2, Single Family,28270,36
2,4,2, Single Family,28269,29
2,3,2, Single Family,28269,29
1,2,2, Single Family,28227,45
1,3,2, Single Family,28227,45
2,3,2, Single Family,28273,23
2,4,2, Single Family,28273,23
2,3,2, Single Family,28273,23
2,4,2, Single Family,28273,23
2,4,2, Single Family,28273,23
2,4,2, Single Family,28273,23
1,4,3, Single Family,28215,17
2,3,2, Single Family,28215,14
2,4,2, Single Family,28215,16
2,2,2, Townhouse,28078,18
2,2,2, Townhouse,28078,19
2,2,2, Townhouse,28078,15
2,3,2, Townhouse,28078,16
2,2,2, Townhouse,28078,16
1,3,2, Single Family,28078,15
2,3,2, Single Family,28078,15
2,3,2, Single Family,28278,23
2,3,2, Single Family,28278,25
2,4,2, Single Family,28031,18
2,4,2, Single Family,28031,26
2,4,2, Single Family,28031,25
2,4,3, Single Family,28031,25
2,4,3, Single Family,28031,15
2,5,2, Single Family,28031,25
2,4,2, Single Family,28031,22
2,4,4, Single Family,28031,25
2,5,3, Single Family,28031,17
2,4,2, Single Family,28078,27
2,4,2, Single Family,28078,29
1,3,2, Single Family,28078,28
1,3,2, Single Family,28078,27
1,3,2, Single Family,28078,29
2,2,2, Condominium,28204,22
2,2,2, Condominium,28204,22
2,4,2, Single Family,28269,29
2,4,2, Single Family,28269,28
2,4,2, Single Family,28269,27
2,4,2, Single Family,28269,29
2,4,4, Single Family,28203,3
2,4,4, Single Family,28203,4
2,5,4, Single Family,28203,78
1,3,2, Single Family,28210,60
1,3,2, Single Family,28210,56
1,3,2, Single Family,28210,59
1,4,3, Single Family,28210,57
1,2,2, Condominium,28210,23
1,2,2, Condominium,28210,23
1,2,2, Condominium,28210,21
1,2,2, Condominium,28210,23
1,2,2, Condominium,28210,23
1,2,2, Condominium,28210,23
1,2,2, Condominium,28210,23
1,2,2, Condominium,28210,23
1,2,2, Condominium,28210,21
1,2,2, Condominium,28210,22
1,2,2, Condominium,28210,22
1,2,2, Townhouse,28031,14
1,2,2, Townhouse,28031,14
1,2,2, Townhouse,28031,14
1,3,2, Single Family,28205,96
1,3,1, Single Family,28216,60
1,4,2, Single Family,28227,33
2,3,2, Single Family,28227,32
2,3,2, Single Family,28227,29
2,3,2, Single Family,28227,32
2,3,2, Single Family,28227,34
1,3,2, Single Family,28227,35
1,3,2, Single Family,28227,35
1,3,2, Single Family,28134,35
2,3,2, Single Family,28134,33
2,3,2, Single Family,28134,34
1,3,2, Single Family,28134,33
1,3,2, Single Family,28134,33
1,3,2, Single Family,28134,31
2,3,2, Single Family,28134,32
1,3,2, Single Family,28134,32
1,3,2, Single Family,28134,35
1,3,2, Single Family,28205,57
1,3,1, Single Family,28205,57
1,3,2, Single Family,28205,59
1,3,2, Single Family,28205,62
1,3,2, Single Family,28078,35
1,3,2, Single Family,28205,62
1,3,2, Single Family,28205,63
1,3,1, Single Family,28205,62
1,2,1, Condominium,28207,83
1,3,2, Single Family,28209,32
1,1,1, Single Family,28208,68
2,3,2, Single Family,28277,18
2,3,2, Townhouse,28036,12
2,2,2, Townhouse,28036,13
2,2,2, Townhouse,28036,12
2,3,4, Townhouse,28036,13
1,3,2, Condominium,28036,21
1,2,2, Condominium,28036,21
2,5,4, Single Family,28036,12
2,3,2, Single Family,28036,4
2,4,3, Single Family,28036,5
2,4,3, Single Family,28036,8
1,3,2, Single Family,28269,31
2,3,2, Single Family,28269,31
2,3,2, Single Family,28269,31
2,4,2, Single Family,28269,31
2,3,2, Single Family,28269,31
2,4,2, Single Family,28269,31
2,3,2, Single Family,28269,31
2,4,2, Single Family,28269,30
2,4,2, Single Family,28269,30
2,3,2, Single Family,28269,31
1,3,2, Single Family,28216,8
2,4,2, Single Family,28216,7
1,3,2, Single Family,28205,3
2,4,3, Single Family,28205,5
2,4,3, Single Family,28205,5
1,3,2, Single Family,28269,20
1,3,2, Single Family,28269,18
2,4,2, Single Family,28269,21
1,3,2, Single Family,28269,17
1,3,2, Single Family,28269,21
1,3,2, Single Family,28227,17
1,3,2, Single Family,28227,17
2,4,3, Single Family,28227,20
1,3,5, Single Family,28031,21
2,3,2, Single Family,28031,35
2,4,2, Single Family,28269,30
2,3,2, Single Family,28036,19
2,3,2, Single Family,28036,19
2,4,2, Single Family,28273,26
2,3,2, Single Family,28273,26
1,3,2, Single Family,28273,25
2,4,3, Single Family,28270,16
2,6,5, Single Family,28105,19
2,4,3, Single Family,28105,18
2,5,5, Single Family,28105,18
1,3,2, Single Family,28227,38
2,3,2, Single Family,28227,41
2,4,4, Single Family,28211,48
1,3,2, Single Family,28277,44
2,4,2, Single Family,28277,43
1,2,1, Single Family,28278,79
2,4,3, Single Family,28277,35
1,4,2, Single Family,28277,42
2,4,2, Single Family,28277,43
2,4,3, Single Family,28277,35
1,3,1, Single Family,28214,46
2,5,3, Single Family,28031,43
2,6,7, Single Family,28031,14
1,3,1, Single Family,28269,54
1,2,1, Single Family,28269,56
1,3,1, Single Family,28269,55
2,3,2, Single Family,28269,21
2,3,3, Single Family,28269,25
2,4,3, Single Family,28269,25
2,3,2, Single Family,28269,24
1,3,2, Single Family,28269,24
1,4,2, Single Family,28269,25
1,2,2, Condominium,28227,35
1,2,1, Single Family,28209,71
2,4,3, Single Family,28209,67
2,4,3, Single Family,28209,5
1,3,2, Single Family,28209,96
1,3,2, Single Family,28209,69
2,5,3, Single Family,28031,20
1,3,3, Single Family,28031,81
1,5,3, Single Family,28203,80
1,3,3, Single Family,28203,101
1,2,2, Single Family,28203,116
2,3,3, Single Family,28203,97
1,3,3, Single Family,28203,111
1,4,2, Single Family,28203,74
1,3,2, Single Family,28203,101
1,4,4, Single Family,28203,101
2,3,2, Single Family,28203,111
1,3,1, Single Family,28203,96
2,4,3, Single Family,28203,85
2,5,3, Single Family,28203,92
2,5,5, Single Family,28203,17
2,3,2, Single Family,28203,92
2,4,5, Single Family,28203,80
2,4,3, Single Family,28203,8
2,4,2, Single Family,28262,17
2,3,2, Single Family,28262,18
2,4,2, Single Family,28262,19
2,3,2, Townhouse,28203,27
2,3,2, Townhouse,28209,25
1,3,2, Single Family,28203,25
2,2,2, Townhouse,28209,25
1,2,2, Single Family,28203,91
1,1,1, Condominium,28203,14
1,2,2, Condominium,28203,14
1,1,1, Condominium,28203,14
1,2,2, Condominium,28203,14
2,5,3, Single Family,28205,5
2,4,3, Single Family,28205,6
1,3,2, Single Family,28205,11
2,4,3, Single Family,28205,5
1,2,1, Single Family,28205,72
1,2,1, Single Family,28205,71
2,4,2, Single Family,28205,5
1,2,2, Condominium,28031,32
1,2,2, Condominium,28031,32
1,2,2, Condominium,28031,32
1,2,2, Condominium,28031,32
1,2,2, Condominium,28031,32
1,2,2, Condominium,28031,32
1,3,2, Single Family,28031,31
2,3,2, Single Family,28269,11
1,3,3, Single Family,28078,3
1,3,2, Single Family,28227,66
1,3,2, Single Family,28227,60
2,4,2, Single Family,28213,36
1,3,1, Single Family,28205,72
2,3,2, Single Family,28078,18
2,3,2, Single Family,28078,18
2,3,2, Single Family,28078,17
2,3,2, Single Family,28078,21
2,3,2, Single Family,28078,19
2,3,2, Single Family,28078,17
1,2,1, Single Family,28206,78
2,6,7, Single Family,28226,22
2,5,4, Single Family,28226,37
1,3,1, Single Family,28208,73
1,2,1, Single Family,28208,75
1,2,1, Single Family,28208,73
1,2,2, Single Family,28212,39
1,2,2, Single Family,28212,37
2,3,2, Single Family,28269,26
2,4,2, Single Family,28269,26
2,3,2, Single Family,28269,25
2,4,2, Single Family,28269,26
1,3,2, Single Family,28269,27
2,3,2, Single Family,28269,26
2,5,3, Single Family,28269,15
1,3,2, Single Family,28277,39
1,4,3, Single Family,28270,25
2,3,2, Single Family,28105,24
2,2,2, Townhouse,28205,35
2,2,2, Townhouse,28205,35
2,3,2, Single Family,28211,34
1,5,3, Single Family,28270,28
2,4,3, Single Family,28105,16
2,4,2, Single Family,28105,16
2,4,3, Single Family,28105,16
1,4,3, Single Family,28217,51
1,3,2, Single Family,28214,25
2,4,2, Single Family,28269,18
2,4,3, Single Family,28269,17
2,4,3, Single Family,28269,17
2,4,2, Single Family,28269,17
2,3,2, Single Family,28227,33
2,3,2, Single Family,28203,90
2,4,3, Single Family,28203,90
1,3,2, Single Family,28203,85
1,3,2, Single Family,28212,20
1,3,2, Single Family,28212,19
1,3,2, Single Family,28205,92
1,3,2, Single Family,28205,106
2,4,2, Single Family,28205,5
1,1,1, Single Family,28205,92
1,4,2, Single Family,28205,55
2,4,3, Single Family,28205,4
1,2,2, Single Family,28205,94
1,4,2, Single Family,28205,28
1,3,2, Single Family,28212,49
1,3,2, Single Family,28212,49
2,3,2, Single Family,28212,52
1,3,1, Single Family,28212,49
1,3,2, Single Family,28212,49
2,6,4, Single Family,28212,49
1,4,3, Single Family,28270,19
1,3,2, Single Family,28212,64
1,3,1, Single Family,28212,64
1,2,2, Single Family,28212,64
1,3,2, Single Family,28212,64
2,4,4, Single Family,28031,3
1,3,1, Single Family,28215,51
1,3,1, Single Family,28215,47
2,5,4, Single Family,28036,59
1,4,3, Single Family,28213,4
1,2,2, Single Family,28205,71
1,2,2, Single Family,28205,71
2,4,2, Single Family,28205,3
2,3,2, Single Family,28269,26
2,3,2, Single Family,28269,22
2,3,2, Single Family,28269,21
2,3,2, Single Family,28269,20
1,3,1, Single Family,28211,59
1,3,2, Single Family,28269,26
1,3,2, Single Family,28269,20
1,3,2, Single Family,28269,25
1,3,1, Single Family,28211,58
2,3,2, Single Family,28269,21
2,3,2, Single Family,28269,19
1,3,2, Single Family,28269,19
1,4,2, Single Family,28269,24
2,3,2, Single Family,28269,22
2,3,2, Single Family,28269,20
2,6,4, Single Family,28269,17
2,2,2, Townhouse,28269,15
2,3,2, Townhouse,28269,16
2,2,2, Townhouse,28269,15
2,2,2, Townhouse,28269,15
2,2,2, Townhouse,28269,15
2,2,2, Townhouse,28269,16
2,4,3, Townhouse,28269,15
1,3,2, Single Family,28269,23
1,3,2, Single Family,28269,22
1,3,2, Single Family,28269,23
1,3,2, Single Family,28269,22
2,3,2, Single Family,28269,21
2,3,2, Single Family,28269,23
2,3,2, Single Family,28269,19
2,3,2, Single Family,28269,14
2,3,2, Single Family,28269,14
1,3,2, Single Family,28269,12
1,3,2, Single Family,28269,14
2,3,2, Single Family,28212,52
2,3,3, Townhouse,28226,5
2,3,3, Townhouse,28226,5
2,3,3, Townhouse,28226,5
2,3,3, Townhouse,28226,5
2,4,4, Single Family,28207,17
2,5,5, Single Family,28207,71
2,4,5, Single Family,28207,83
2,4,3, Single Family,28207,81
2,2,1, Condominium,28207,43
2,5,6, Single Family,28207,14
1,3,2, Single Family,28205,68
1,2,1, Single Family,28205,58
1,4,2, Single Family,28205,65
1,3,3, Single Family,28205,85
1,2,1, Single Family,28205,58
1,2,1, Single Family,28205,60
1,2,1, Single Family,28205,68
1,3,1, Single Family,28205,64
1,3,1, Single Family,28205,67
1,3,1, Single Family,28205,63
1,4,2, Single Family,28205,68
1,3,1, Single Family,28205,69
1,2,1, Single Family,28205,66
1,3,1, Single Family,28205,66
1,3,2, Single Family,28205,64
1,2,1, Single Family,28205,66
1,4,2, Single Family,28205,69
1,3,2, Single Family,28215,67
1,3,1, Single Family,28205,69
1,4,2, MultiFamily,28205,67
1,3,2, Single Family,28205,69
1,3,2, Single Family,28205,69
1,3,1, Single Family,28205,69
1,3,2, Single Family,28205,67
1,2,1, Single Family,28205,73
1,2,1, Single Family,28205,69
1,3,2, Single Family,28205,69
1,2,1, Single Family,28227,38
1,3,2, Single Family,28227,46
1,3,2, Single Family,28227,35
2,4,2, Single Family,28227,33
1,3,2, Single Family,28227,46
2,3,2, Single Family,28215,5
1,3,2, Single Family,28205,67
1,5,2, Single Family,28227,5
2,3,2, Single Family,28208,15
1,3,1, Single Family,28134,58
1,3,1, Single Family,28134,59
1,3,2, Single Family,28134,59
1,3,1, Single Family,28217,57
1,3,2, Single Family,28269,19
1,3,2, Single Family,28269,19
1,3,2, Single Family,28269,18
1,2,2, Condominium,28036,37
2,3,1, Single Family,28227,37
2,3,2, Single Family,28277,23
2,3,2, Single Family,28277,23
2,4,2, Single Family,28277,23
1,2,2, Condominium,28031,21
1,3,2, Condominium,28031,17
2,2,2, Condominium,28031,21
2,3,2, Condominium,28031,16
2,3,2, Condominium,28031,16
2,3,2, Condominium,28031,16
1,3,1, Single Family,28216,52
1,3,2, Single Family,28216,53
1,3,2, Single Family,28216,41
1,1,1, Condominium,28204,96
2,3,3, Townhouse,28204,14
2,3,3, Townhouse,28204,14
1,1,1, Condominium,28204,23
1,1,1, Condominium,28204,23
1,1,1, Condominium,28204,23
1,1,1, Condominium,28204,23
1,2,2, Condominium,28204,14
2,3,2, Townhouse,28277,22
2,3,2, Townhouse,28277,21
1,3,2, Townhouse,28277,22
2,2,2, Townhouse,28277,21
2,3,2, Condominium,28204,17
1,4,2, Single Family,28227,42
1,3,2, Single Family,28227,21
1,4,3, Single Family,28227,20
2,4,2, Single Family,28227,17
2,4,2, Single Family,28277,24
1,3,1, Single Family,28205,59
2,3,2, Single Family,28208,15
2,4,2, Single Family,28277,31
2,4,2, Single Family,28277,25
2,5,3, Single Family,28277,26
2,4,2, Single Family,28277,31
2,4,2, Single Family,28277,24
1,2,2, Condominium,28036,25
1,2,2, Condominium,28278,31
1,2,2, Condominium,28278,36
1,3,3, Condominium,28278,33
1,2,2, Condominium,28278,31
1,2,2, Condominium,28278,35
1,2,2, Condominium,28278,31
1,2,2, Condominium,28278,35
2,3,2, Single Family,28278,12
2,3,2, Single Family,28278,9
2,3,2, Single Family,28278,12
1,3,2, Single Family,28278,9
2,5,7, Single Family,28031,14
2,3,2, Townhouse,28277,11
2,3,2, Townhouse,28277,10
1,4,3, Single Family,28277,8
1,2,1, Single Family,28208,74
2,4,3, Single Family,28078,3
1,3,1, Single Family,28205,75
2,4,3, Single Family,28205,80
1,1,1, Condominium,28270,43
1,2,2, Condominium,28270,43
1,2,2, Condominium,28270,43
2,4,3, Single Family,28277,20
2,4,4, Single Family,28270,7
1,2,3, Single Family,28270,13
1,4,2, Single Family,28216,56
2,5,2, Single Family,28205,6
1,2,1, Single Family,28216,61
1,2,1, Single Family,28208,76
1,3,2, Condominium,28203,101
1,2,1, Condominium,28203,101
1,3,2, Condominium,28203,101
1,3,2, Condominium,28203,101
1,3,2, Condominium,28203,101
2,3,2, Single Family,28105,32
2,4,2, Single Family,28105,31
2,4,2, Single Family,28269,22
2,4,3, Single Family,28269,24
1,3,2, Single Family,28105,21
1,3,1, Single Family,28227,65
1,3,1, Single Family,28227,66
1,3,2, Single Family,28227,43
1,3,2, Single Family,28262,24
2,4,2, Single Family,28227,16
2,3,3, Single Family,28227,4
2,4,3, Single Family,28227,5
2,3,2, Single Family,28227,9
2,4,2, Single Family,28227,10
2,4,2, Single Family,28269,23
2,5,3, Single Family,28269,22
2,4,2, Single Family,28269,23
1,3,2, Single Family,28269,19
1,3,1, Single Family,28269,20
1,3,2, Single Family,28226,45
1,3,2, Single Family,28226,45
1,3,2, Single Family,28226,45
2,3,2, Single Family,28226,43
1,3,2, Single Family,28226,49
2,3,2, Single Family,28226,44
2,3,2, Single Family,28226,43
2,3,2, Condominium,28226,48
2,4,2, Single Family,28278,10
2,3,2, Single Family,28278,15
2,3,2, Single Family,28278,14
2,3,2, Single Family,28278,14
2,4,3, Single Family,28278,14
2,3,2, Single Family,28278,14
1,3,2, Single Family,28269,30
2,3,2, Single Family,28269,27
1,3,2, Single Family,28269,27
2,3,2, Single Family,28269,29
1,3,2, Single Family,28269,27
1,3,2, Single Family,28269,28
1,3,2, Single Family,28269,28
1,3,2, Single Family,28269,28
2,3,2, Single Family,28277,38
2,3,2, Single Family,28269,28
2,3,2, Single Family,28213,17
2,3,2, Single Family,28213,17
2,3,2, Single Family,28213,17
2,3,2, Single Family,28213,16
2,3,2, Single Family,28213,16
2,4,2, Single Family,28227,44
1,2,1, Single Family,28227,65
1,3,2, Single Family,28227,31
1,4,2, Single Family,28227,35
2,4,3, Single Family,28227,45
2,5,4, Single Family,28227,32
2,4,3, Single Family,28227,47
2,4,2, Single Family,28227,33
2,4,2, Single Family,28227,34
2,3,2, Single Family,28227,37
2,4,2, Single Family,28227,45
2,4,3, Single Family,28227,46
2,6,5, Single Family,28227,17
2,3,3, Single Family,28227,47
1,3,2, Single Family,28227,45
1,3,2, Single Family,28227,48
2,5,3, Single Family,28227,25
2,4,3, Single Family,28227,30
2,4,2, Single Family,28227,26
2,4,2, Single Family,28227,23
1,4,3, Single Family,28215,11
2,4,2, Single Family,28215,33
2,4,2, Single Family,28215,29
1,2,1, Single Family,28216,63
1,3,2, Single Family,28214,25
2,3,2, Single Family,28273,32
2,4,2, Single Family,28273,29
1,3,2, Single Family,28273,28
2,3,2, Single Family,28273,32
2,3,2, Single Family,28273,29
1,2,2, Condominium,28207,17
1,3,2, Condominium,28207,17
2,3,2, Single Family,28217,14
1,3,2, Single Family,28211,34
1,3,2, Single Family,28277,23
2,3,2, Single Family,28277,22
2,5,2, Single Family,28277,20
2,4,3, Single Family,28277,22
2,3,2, Single Family,28277,23
1,4,2, Single Family,28277,23
2,3,2, Single Family,28277,23
2,4,2, Single Family,28277,23
1,2,2, Condominium,28202,19
1,1,1, Condominium,28202,19
1,2,2, Condominium,28202,19
1,2,2, Condominium,28202,19
1,3,2, Condominium,28202,19
1,1,1, Condominium,28202,19
1,1,1, Condominium,28202,19
1,1,1, Condominium,28202,19
1,1,1, Condominium,28202,19
1,2,2, Condominium,28202,19
1,2,2, Condominium,28202,19
1,1,1, Condominium,28202,19
1,2,2, Condominium,28202,19
1,1,1, Condominium,28202,19
1,2,2, Condominium,28202,19
1,1,1, Condominium,28202,19
1,3,2, Single Family,28262,28
2,3,2, Single Family,28217,12
1,3,1, Single Family,28216,46
1,3,1, Single Family,28216,46
1,2,2, Condominium,28212,36
2,2,2, Condominium,28212,34
2,3,2, Condominium,28212,32
1,2,2, Condominium,28202,14
1,2,2, Condominium,28202,14
1,1,1, Condominium,28202,14
1,3,2, Single Family,28215,32
1,4,2, Single Family,28226,46
2,5,3, Single Family,28227,3
2,4,3, Single Family,28227,15
2,4,4, Single Family,28211,4
1,3,2, Single Family,28209,73
2,4,2, Single Family,28262,20
2,3,2, Single Family,28262,19
2,3,2, Single Family,28227,17
2,3,2, Single Family,28269,23
1,4,2, Single Family,28211,53
1,4,3, Single Family,28211,64
2,4,2, Single Family,28262,15
2,4,3, Single Family,28262,17
2,4,3, Single Family,28262,17
2,5,4, Single Family,28262,21
2,4,3, Single Family,28262,15
1,3,1, Single Family,28212,48
1,3,1, Single Family,28212,48
1,1,1, Condominium,28202,31
1,2,2, Condominium,28202,31
1,1,1, Condominium,28202,31
1,1,1, Condominium,28202,31
1,2,2, Condominium,28202,31
1,1,1, Condominium,28202,31
1,2,2, Condominium,28202,31
1,1,1, Condominium,28202,31
2,3,2, Single Family,28216,20
2,3,2, Single Family,28216,21
2,3,2, Single Family,28216,21
1,3,2, Single Family,28269,23
2,3,2, Single Family,28269,24
2,3,2, Single Family,28269,23
1,3,2, Single Family,28212,40
1,3,2, Single Family,28212,40
2,2,2, Condominium,28227,34
1,2,2, Single Family,28227,35
1,3,2, Single Family,28227,35
1,4,2, Single Family,28212,50
1,3,1, Single Family,28217,49
2,4,2, Single Family,28269,23
2,5,2, Single Family,28269,33
2,4,4, Single Family,28211,53
2,4,3, Single Family,28211,26
2,6,4, Single Family,28211,48
2,4,2, Single Family,28226,48
2,5,5, Single Family,28211,38
2,8,6, Single Family,28211,4
2,4,3, Single Family,28211,55
2,4,2, Single Family,28211,59
2,4,4, Single Family,28211,34
2,3,2, Single Family,28226,29
1,2,1, Single Family,28078,76
1,2,2, Condominium,28209,52
1,3,1, Other,28215,105
1,3,3, Single Family,28105,8
1,2,2, Condominium,28202,93
2,3,2, Single Family,28105,15
2,3,2, Single Family,28105,15
2,3,2, Single Family,28273,30
1,4,2, Single Family,28273,29
1,3,2, Single Family,28273,29
1,3,2, Single Family,28273,28
1,3,2, Single Family,28273,28
1,3,2, Single Family,28273,29
2,3,2, Single Family,28213,34
2,3,2, Single Family,28213,34
2,3,3, Single Family,28205,74
2,3,2, Single Family,28205,80
2,6,6, Single Family,28211,15
1,3,1, Single Family,28205,73
2,5,4, Single Family,28209,4
2,5,4, Single Family,28209,9
2,5,5, Single Family,28209,9
1,4,2, Single Family,28214,45
1,3,2, Single Family,28214,42
1,3,2, Single Family,28214,45
1,3,2, Single Family,28214,38
1,3,2, Single Family,28214,49
1,3,2, Single Family,28214,37
1,3,2, Single Family,28214,51
2,3,2, Single Family,28262,24
2,4,2, Single Family,28262,23
2,4,2, Single Family,28262,25
2,4,2, Single Family,28262,21
2,4,2, Single Family,28262,25
2,3,2, Single Family,28262,23
1,2,2, Condominium,28212,36
1,2,2, Condominium,28212,36
1,4,2, Single Family,28105,30
1,3,1, Other,28105,55
1,3,1, Other,28105,55
1,3,2, Single Family,28269,24
1,3,1, Single Family,28208,85
2,3,2, Single Family,28216,28
2,3,2, Single Family,28216,26
1,3,2, Single Family,28216,29
2,3,2, Single Family,28216,27
1,3,1, Single Family,28216,49
2,3,3, Single Family,28202,14
2,2,3, Townhouse,28273,19
2,2,3, Townhouse,28273,20
2,2,2, Townhouse,28273,20
2,2,2, Townhouse,28273,19
1,3,1, Single Family,28216,54
2,5,3, Single Family,28269,7
2,2,2, Condominium,28202,12
2,2,2, Condominium,28202,12
2,3,2, Condominium,28210,33
2,2,2, Condominium,28210,37
2,3,2, Condominium,28210,36
2,2,2, Condominium,28210,36
