,Site_Zip,Stories,Sale_Price,Bedrooms,Housing_Type,Cluster
22850,28078,2.0,127000,2.0, Townhouse,4
22851,28078,2.0,140000,2.0, Townhouse,4
22852,28078,1.0,205000,3.0, Single Family,0
22853,28078,2.0,238000,3.0, Single Family,0
22854,28078,2.0,358000,4.0, Single Family,0
22855,28078,2.5,164000,2.0, Townhouse,4
22856,28078,2.0,120000,3.0, Townhouse,4
22857,28212,1.0,115000,3.0, Single Family,0
22858,28227,2.0,242000,4.0, Single Family,3
22859,28227,2.0,247000,4.0, Single Family,3
22860,28227,2.0,254000,4.0, Single Family,3
22861,28227,2.0,227000,5.0, Single Family,3
22862,28227,2.0,218000,4.0, Single Family,3
22863,28227,2.0,201000,5.0, Single Family,3
22864,28227,2.0,165000,3.0, Single Family,3
22865,28209,1.0,120000,3.0, Condominium,4
22866,28209,1.0,146000,2.0, Condominium,4
22867,28209,1.0,120000,2.0, Condominium,4
22868,28031,2.0,265000,4.0, Single Family,0
22869,28031,2.0,214000,3.0, Single Family,0
22870,28031,2.0,246500,4.0, Single Family,0
22871,28205,1.5,265000,3.0, Single Family,0
22872,28205,1.0,325000,3.0, Single Family,0
22873,28205,2.0,460000,4.0, Single Family,0
22874,28205,1.0,330000,3.0, Single Family,0
22875,28105,2.0,349000,5.0, Single Family,0
22876,28270,1.0,178000,2.0, Townhouse,4
22877,28270,2.0,197000,2.0, Townhouse,4
22878,28211,1.0,490000,3.0, Single Family,2
22879,28213,1.0,105000,3.0, Single Family,0
22880,28269,1.0,98000,3.0, Condominium,4
22881,28262,2.0,121000,2.0, Townhouse,4
22882,28262,2.0,135000,3.0, Townhouse,4
22883,28206,2.0,103000,3.0, Single Family,0
22884,28206,2.0,119000,3.0, Single Family,0
22885,28206,2.0,124000,3.0, Single Family,0
22886,28206,2.0,128000,3.0, Single Family,0
22887,28206,2.0,123000,3.0, Single Family,0
22888,28105,2.0,380000,5.0, Single Family,0
22889,28203,2.0,225000,1.0, Condominium,4
22890,28078,1.5,185000,3.0, Single Family,0
22891,28078,2.0,188000,3.0, Single Family,0
22892,28226,2.0,685000,4.0, Single Family,0
22893,28277,1.0,232000,2.0, Condominium,4
22894,28277,1.0,224000,3.0, Condominium,4
22895,28277,1.0,245000,3.0, Condominium,4
22896,28213,2.0,151000,3.0, Single Family,0
22897,28213,2.0,149000,3.0, Single Family,0
22898,28269,2.0,120000,3.0, Townhouse,4
22899,28269,2.0,119000,3.0, Townhouse,4
22900,28269,2.0,95000,3.0, Townhouse,4
22901,28269,2.0,115100,3.0, Townhouse,4
22902,28269,2.0,80000,2.0, Townhouse,4
22903,28269,2.0,110000,3.0, Townhouse,4
22904,28269,2.0,112000,3.0, Townhouse,4
22905,28269,2.0,85000,2.0, Townhouse,4
22906,28270,2.0,224000,2.0, Townhouse,4
22907,28270,2.0,243000,3.0, Single Family,0
22908,28207,1.0,135000,1.0, Condominium,4
22909,28207,1.0,123000,1.0, Condominium,4
22910,28207,1.0,110000,1.0, Condominium,4
22911,28207,1.0,165000,2.0, Condominium,4
22912,28207,1.0,117000,1.0, Condominium,4
22913,28207,1.0,175000,2.0, Condominium,4
22914,28207,1.0,164000,2.0, Condominium,4
22915,28207,1.0,153000,2.0, Condominium,4
22916,28207,1.0,170000,2.0, Condominium,4
22917,28078,1.5,175000,3.0, Single Family,0
22918,28078,2.0,180500,3.0, Single Family,0
22919,28078,2.0,198000,3.0, Single Family,0
22920,28078,2.0,172500,3.0, Single Family,0
22921,28215,2.0,165000,4.0, Single Family,0
22922,28078,2.0,271000,3.0, Single Family,0
22923,28078,2.0,255000,4.0, Single Family,0
22924,28078,2.0,258000,4.0, Single Family,0
22925,28078,2.0,282500,3.0, Single Family,0
22926,28078,2.0,145000,2.0, Townhouse,4
22927,28078,2.0,150000,2.0, Townhouse,4
22928,28203,2.0,177000,1.0, Condominium,4
22929,28203,2.0,190500,1.0, Condominium,4
22930,28203,1.0,140000,1.0, Condominium,4
22931,28203,2.0,246000,2.0, Condominium,4
22932,28277,2.0,225000,3.0, Townhouse,4
22933,28277,1.5,258000,3.0, Townhouse,4
22934,28031,1.0,359000,3.0, Condominium,4
22935,28031,1.0,313000,3.0, Condominium,4
22936,28216,2.0,119000,2.0, Townhouse,4
22937,28216,2.0,125000,3.0, Townhouse,4
22938,28216,2.0,118000,3.0, Townhouse,4
22939,28269,2.0,185000,4.0, Single Family,0
22940,28214,1.5,280000,3.0, Single Family,0
22941,28214,2.0,182500,3.0, Single Family,0
22942,28214,2.5,358500,5.0, Single Family,0
22943,28214,1.0,255500,3.0, Single Family,0
22944,28214,2.5,394000,3.0, Single Family,0
22945,28213,1.0,57000,3.0, Single Family,0
22946,28214,1.0,95000,3.0, Single Family,0
22947,28214,1.0,77000,3.0, Single Family,0
22948,28208,1.0,47222,2.0, Single Family,0
22949,28208,1.0,47222,2.0, Single Family,0
22950,28208,1.0,47222,2.0, Single Family,0
22951,28208,1.0,47222,2.0, Single Family,0
22952,28208,1.0,47222,2.0, Single Family,0
22953,28208,1.0,47222,4.0, Single Family,0
22954,28208,1.0,47222,2.0, Single Family,0
22955,28208,1.0,47222,2.0, Single Family,0
22956,28208,1.0,47222,2.0, Single Family,0
22957,28205,2.0,427000,3.0, Single Family,0
22958,28105,1.0,126000,3.0, Single Family,0
22959,28211,2.0,715000,5.0, Single Family,2
22960,28226,1.0,199000,2.0, Single Family,0
22961,28226,1.0,306500,3.0, Single Family,0
22962,28227,1.0,144500,3.0, Single Family,3
22963,28227,1.0,147000,3.0, Single Family,3
22964,28216,2.0,239000,6.0, Single Family,0
22965,28216,2.0,199000,4.0, Single Family,0
22966,28216,2.0,219000,4.0, Single Family,0
22967,28216,2.0,205000,3.0, Single Family,0
22968,28216,2.0,180000,4.0, Single Family,0
22969,28273,1.0,196000,4.0, Single Family,0
22970,28273,2.0,179000,3.0, Single Family,0
22971,28273,1.5,173000,3.0, Single Family,0
22972,28212,2.0,130000,3.0, Single Family,0
22973,28212,2.0,120000,3.0, Single Family,0
22974,28226,1.0,155000,3.0, Single Family,0
22975,28226,1.0,158000,3.0, Single Family,0
22976,28226,2.0,190000,3.0, Single Family,0
22977,28226,1.5,233000,4.0, Single Family,0
22978,28226,1.5,213000,3.0, Single Family,0
22979,28226,2.0,255000,3.0, Single Family,0
22980,28226,1.0,212000,4.0, Single Family,0
22981,28226,1.0,200000,3.0, Single Family,0
22982,28226,1.5,200000,4.0, Single Family,0
22983,28226,1.0,175000,3.0, Single Family,0
22984,28262,1.0,93000,2.0, Condominium,4
22985,28262,1.0,86000,2.0, Condominium,4
22986,28226,2.0,178000,3.0, Single Family,0
22987,28036,2.0,600000,3.0, Single Family,0
22988,28205,2.0,528500,4.0, Single Family,0
22989,28205,2.0,271000,5.0, Single Family,0
22990,28205,1.0,217500,2.0, Single Family,0
22991,28270,1.0,325000,3.0, Single Family,0
22992,28208,1.0,77000,2.0, Single Family,0
22993,28205,1.0,85000,2.0, Single Family,0
22994,28216,2.0,230000,5.0, Single Family,0
22995,28214,2.0,100000,3.0, Single Family,0
22996,28210,2.0,275000,2.0, Condominium,4
22997,28031,1.0,990000,5.0, Single Family,0
22998,28212,2.0,55000,2.0, Townhouse,4
22999,28262,2.0,165000,4.0, Single Family,0
23000,28278,2.0,222000,3.0, Single Family,0
23001,28278,2.0,208000,3.0, Single Family,0
23002,28278,1.0,175000,3.0, Single Family,0
23003,28278,2.0,208000,3.0, Single Family,0
23004,28278,2.0,200000,3.0, Single Family,0
23005,28278,1.0,183000,3.0, Single Family,0
23006,28278,1.0,190000,3.0, Single Family,0
23007,28278,1.0,230000,3.0, Single Family,0
23008,28278,2.0,194000,3.0, Single Family,0
23009,28273,1.0,175500,3.0, Single Family,0
23010,28273,2.0,145000,3.0, Single Family,0
23011,28227,1.0,125000,3.0, Single Family,3
23012,28227,1.0,220000,4.0, Single Family,3
23013,28211,1.0,175000,3.0, Single Family,2
23014,28211,1.0,170000,3.0, Single Family,2
23015,28211,1.0,210000,4.0, Single Family,2
23016,28211,2.0,175000,4.0, Single Family,2
23017,28031,2.0,435000,4.0, Single Family,0
23018,28031,2.5,485000,4.0, Single Family,0
23019,28105,2.0,252000,3.0, Single Family,0
23020,28105,2.0,240000,4.0, Single Family,0
23021,28216,1.0,205000,3.0, Single Family,0
23022,28216,2.0,227000,4.0, Single Family,0
23023,28216,2.0,215500,4.0, Single Family,0
23024,28216,2.0,270000,4.0, Single Family,0
23025,28216,1.0,145000,3.0, Single Family,0
23026,28216,2.0,200000,3.0, Single Family,0
23027,28210,2.0,498000,4.0, Single Family,0
23028,28269,2.0,165000,5.0, Single Family,0
23029,28269,1.0,200000,4.0, Single Family,0
23030,28269,2.0,157000,4.0, Single Family,0
23031,28031,2.0,178000,3.0, Single Family,0
23032,28262,2.0,225000,3.0, Single Family,0
23033,28262,2.0,124000,2.0, Single Family,0
23034,28211,1.5,655000,5.0, Single Family,2
23035,28211,1.0,540000,3.0, Single Family,2
23036,28211,2.0,1375000,5.0, Single Family,2
23037,28211,1.0,328000,3.0, Single Family,2
23038,28211,1.0,460000,3.0, Single Family,2
23039,28211,2.0,345000,5.0, Single Family,2
23040,28211,1.0,780000,4.0, Single Family,2
23041,28211,1.5,825000,4.0, Single Family,2
23042,28211,2.5,320000,4.0, Single Family,2
23043,28211,1.0,555000,3.0, Single Family,2
23044,28211,1.5,635000,3.0, Single Family,2
23045,28211,1.0,395000,4.0, Single Family,2
23046,28208,1.5,292000,5.0, Single Family,0
23047,28208,2.5,478000,4.0, Single Family,0
23048,28208,1.0,386000,3.0, Single Family,0
23049,28208,2.0,548000,3.0, Single Family,0
23050,28208,1.0,295000,3.0, Single Family,0
23051,28208,1.0,219500,3.0, Condominium,4
23052,28208,1.0,225000,3.0, Condominium,4
23053,28208,1.0,197000,2.0, Condominium,4
23054,28226,2.0,305000,3.0, Single Family,0
23055,28226,1.0,318000,4.0, Single Family,0
23056,28226,2.0,316000,4.0, Single Family,0
23057,28226,1.0,310000,4.0, Single Family,0
23058,28208,1.0,65500,2.0, Single Family,0
23059,28208,1.0,85000,3.0, Single Family,0
23060,28208,1.0,65000,3.0, Single Family,0
23061,28208,1.0,90000,3.0, Single Family,0
23062,28214,1.0,121000,3.0, Single Family,0
23063,28216,1.0,125000,2.0, Single Family,0
23064,28214,1.0,113000,4.0, Single Family,0
23065,28078,1.0,255000,3.0, Single Family,0
23066,28031,2.0,335000,4.0, Single Family,0
23067,28031,2.0,285000,4.0, Single Family,0
23068,28214,1.0,170000,3.0, Single Family,0
23069,28031,1.5,257000,3.0, Single Family,0
23070,28031,2.0,342000,5.0, Single Family,0
23071,28031,2.0,275000,3.0, Single Family,0
23072,28031,1.5,258000,3.0, Single Family,0
23073,28031,1.5,292000,3.0, Single Family,0
23074,28031,2.0,280000,3.0, Single Family,0
23075,28031,2.0,342000,3.0, Single Family,0
23076,28031,2.0,275000,3.0, Single Family,0
23077,28031,2.0,270000,3.0, Single Family,0
23078,28031,2.0,284000,4.0, Single Family,0
23079,28277,2.0,315500,3.0, Single Family,0
23080,28277,2.0,320500,4.0, Single Family,0
23081,28277,2.0,397000,5.0, Single Family,0
23082,28208,2.0,140000,4.0, Single Family,0
23083,28208,1.0,88000,3.0, Single Family,0
23084,28210,1.0,161000,2.0, Condominium,4
23085,28262,2.0,150000,3.0, Single Family,0
23086,28262,2.0,171000,3.0, Single Family,0
23087,28216,2.0,52000,2.0, Single Family,0
23088,28212,1.0,145000,3.0, Single Family,0
23089,28213,1.0,169500,3.0, Single Family,0
23090,28213,1.5,165000,3.0, Single Family,0
23091,28213,2.0,165500,4.0, Single Family,0
23092,28269,2.0,212000,4.0, Single Family,0
23093,28269,2.0,244000,4.0, Single Family,0
23094,28211,2.5,530000,4.0, Single Family,2
23095,28211,2.0,575000,4.0, Single Family,2
23096,28211,2.0,393000,3.0, Single Family,2
23097,28277,1.0,270000,3.0, Single Family,0
23098,28277,2.0,263000,4.0, Single Family,0
23099,28214,1.0,113500,3.0, Single Family,0
23100,28270,2.0,300000,4.0, Single Family,0
23101,28270,2.0,318000,4.0, Single Family,0
23102,28105,2.0,290000,3.0, Single Family,0
23103,28078,1.0,275000,3.0, Single Family,0
23104,28270,2.0,245000,3.0, Single Family,0
23105,28270,2.0,403000,4.0, Single Family,0
23106,28214,1.0,193000,4.0, Single Family,0
23107,28273,2.0,179000,3.0, Single Family,0
23108,28273,2.0,180000,3.0, Single Family,0
23109,28273,2.0,164000,4.0, Single Family,0
23110,28273,1.0,126000,3.0, Single Family,0
23111,28273,2.0,170000,3.0, Single Family,0
23112,28105,1.5,235000,3.0, Single Family,0
23113,28105,2.0,205000,3.0, Single Family,0
23114,28105,2.0,225000,3.0, Single Family,0
23115,28273,2.0,170000,3.0, Single Family,0
23116,28105,2.0,181000,3.0, Single Family,0
23117,28277,2.0,370000,4.0, Single Family,0
23118,28277,2.0,381000,4.0, Single Family,0
23119,28205,2.0,140000,2.0, Condominium,4
23120,28205,2.0,139000,2.0, Condominium,4
23121,28205,2.0,134000,2.0, Condominium,4
23122,28205,2.0,146000,2.0, Condominium,4
23123,28205,2.0,145000,2.0, Condominium,4
23124,28205,2.0,147000,2.0, Condominium,4
23125,28205,2.0,150000,2.0, Condominium,4
23126,28205,2.0,147000,2.0, Condominium,4
23127,28277,2.0,305000,4.0, Single Family,0
23128,28209,1.0,570500,2.0, Single Family,0
23129,28031,2.0,201300,3.0, Single Family,0
23130,28031,1.0,225500,3.0, Single Family,0
23131,28031,1.5,195000,3.0, Single Family,0
23132,28031,1.0,245000,3.0, Single Family,0
23133,28031,2.0,235000,3.0, Single Family,0
23134,28031,2.0,225000,3.0, Single Family,0
23135,28078,2.0,229000,4.0, Single Family,0
23136,28210,1.0,207000,3.0, Condominium,4
23137,28270,2.0,276000,3.0, Single Family,0
23138,28270,2.0,172000,3.0, Single Family,0
23139,28270,2.0,290000,4.0, Single Family,0
23140,28270,2.0,295000,4.0, Single Family,0
23141,28270,2.0,190000,3.0, Single Family,0
23142,28270,2.0,183000,3.0, Single Family,0
23143,28203,2.0,325000,3.0, Single Family,0
23144,28203,1.0,325000,3.0, Single Family,0
23145,28203,1.0,260500,2.0, Single Family,0
23146,28203,1.0,395000,3.0, Single Family,0
23147,28203,2.0,342000,4.0, Single Family,0
23148,28203,2.0,533000,3.0, Single Family,0
23149,28203,2.0,457500,5.0, Single Family,0
23150,28203,1.0,310000,3.0, Single Family,0
23151,28203,1.0,240000,3.0, Single Family,0
23152,28203,1.0,270000,3.0, Single Family,0
23153,28203,1.0,440000,3.0, Single Family,0
23154,28203,2.0,245000,4.0, Single Family,0
23155,28203,2.0,232500,3.0, Condominium,4
23156,28214,2.0,138000,4.0, Single Family,0
23157,28214,2.0,145000,3.0, Single Family,0
23158,28214,2.0,121600,3.0, Single Family,0
23159,28226,2.0,590000,5.0, Single Family,0
23160,28278,2.0,198000,3.0, Single Family,0
23161,28278,1.0,201000,3.0, Single Family,0
23162,28278,2.0,217000,3.0, Single Family,0
23163,28270,2.0,180000,3.0, Single Family,0
23164,28204,1.0,175000,2.0, Condominium,4
23165,28213,1.0,165500,3.0, Single Family,0
23166,28036,2.0,272500,2.0, Condominium,4
23167,28105,2.0,169000,4.0, Single Family,0
23168,28105,1.5,241000,4.0, Single Family,0
23169,28105,1.5,165000,3.0, Single Family,0
23170,28105,1.0,203000,3.0, Single Family,0
23171,28105,1.0,157000,3.0, Single Family,0
23172,28105,2.0,206000,4.0, Single Family,0
23173,28105,1.0,196000,4.0, Single Family,0
23174,28273,1.0,81000,2.0, Single Family,0
23175,28105,1.0,148500,3.0, Single Family,0
23176,28105,1.0,155000,3.0, Single Family,0
23177,28105,1.0,143000,3.0, Single Family,0
23178,28205,2.0,140000,3.0, Single Family,0
23179,28215,2.0,56000,3.0, Condominium,4
23180,28105,1.5,300500,3.0, Single Family,0
23181,28105,1.5,315000,4.0, Single Family,0
23182,28205,1.0,75000,3.0, Single Family,0
23183,28205,1.0,135000,3.0, Single Family,0
23184,28205,1.0,90500,3.0, Single Family,0
23185,28205,1.0,125000,3.0, Single Family,0
23186,28205,1.0,161000,3.0, Single Family,0
23187,28205,1.0,186500,3.0, Single Family,0
23188,28205,1.0,177000,3.0, Single Family,0
23189,28205,1.0,158000,3.0, Single Family,0
23190,28226,2.5,669000,5.0, Single Family,0
23191,28226,2.5,660000,4.0, Single Family,0
23192,28226,2.5,590000,5.0, Single Family,0
23193,28226,2.5,630000,5.0, Single Family,0
23194,28278,2.0,239500,3.0, Single Family,0
23195,28031,1.0,137000,2.0, Condominium,4
23196,28031,1.0,142000,2.0, Condominium,4
23197,28031,1.0,140000,2.0, Condominium,4
23198,28031,1.0,148000,2.0, Condominium,4
23199,28031,1.0,118500,2.0, Condominium,4
23200,28226,1.5,449500,3.0, Single Family,0
23201,28226,2.0,280000,5.0, Single Family,0
23202,28134,2.0,197000,3.0, Single Family,0
23203,28134,2.0,325000,5.0, Single Family,0
23204,28134,2.0,210000,3.0, Single Family,0
23205,28134,2.0,214500,3.0, Single Family,0
23206,28205,1.0,173000,2.0, Single Family,0
23207,28105,2.0,308000,4.0, Single Family,0
23208,28105,2.0,348000,4.0, Single Family,0
23209,28105,2.0,341000,4.0, Single Family,0
23210,28105,2.0,357000,4.0, Single Family,0
23211,28205,1.0,165000,3.0, Single Family,0
23212,28205,1.0,155000,3.0, Single Family,0
23213,28215,1.0,159000,3.0, Single Family,0
23214,28278,2.0,188000,3.0, Single Family,0
23215,28278,1.0,143000,3.0, Single Family,0
23216,28278,2.0,251000,4.0, Single Family,0
23217,28262,2.0,240000,4.0, Single Family,0
23218,28262,2.0,170000,4.0, Single Family,0
23219,28262,2.0,175000,3.0, Single Family,0
23220,28262,2.0,186000,3.0, Single Family,0
23221,28262,1.5,260000,4.0, Single Family,0
23222,28262,2.5,259000,5.0, Single Family,0
23223,28262,1.5,180000,3.0, Single Family,0
23224,28262,2.0,218000,4.0, Single Family,0
23225,28262,2.0,241000,6.0, Single Family,0
23226,28205,2.0,443000,4.0, Single Family,0
23227,28226,2.0,167000,4.0, Single Family,0
23228,28031,1.0,133500,2.0, Condominium,4
23229,28031,1.0,115000,2.0, Condominium,4
23230,28105,1.0,194500,3.0, Single Family,0
23231,28105,2.0,230000,4.0, Single Family,0
23232,28105,1.0,184000,3.0, Single Family,0
23233,28277,2.0,370000,4.0, Single Family,0
23234,28277,2.0,350000,4.0, Single Family,0
23235,28277,2.0,320000,4.0, Single Family,0
23236,28277,2.0,300000,4.0, Single Family,0
23237,28212,1.0,225000,3.0, Single Family,0
23238,28212,1.0,250000,3.0, Single Family,0
23239,28226,1.0,285000,3.0, Single Family,0
23240,28226,1.5,340000,4.0, Single Family,0
23241,28226,1.0,313000,3.0, Single Family,0
23242,28226,1.0,325000,3.0, Single Family,0
23243,28226,1.0,525000,4.0, Single Family,0
23244,28226,1.5,366000,3.0, Single Family,0
23245,28226,1.5,355000,3.0, Single Family,0
23246,28226,1.5,510000,3.0, Single Family,0
23247,28226,2.0,580000,6.0, Single Family,0
23248,28226,1.5,457000,4.0, Single Family,0
23249,28269,2.0,265000,4.0, Single Family,0
23250,28269,2.0,166500,3.0, Single Family,0
23251,28269,2.0,202000,3.0, Single Family,0
23252,28212,2.0,180000,4.0, Single Family,0
23253,28227,2.0,190000,3.0, Single Family,3
23254,28227,1.0,134500,3.0, Single Family,3
23255,28227,2.0,175000,4.0, Single Family,3
23256,28227,2.0,154000,3.0, Single Family,3
23257,28227,2.0,164000,3.0, Single Family,3
23258,28227,2.0,170000,3.0, Single Family,3
23259,28227,2.0,199000,3.0, Single Family,3
23260,28227,2.0,171500,4.0, Single Family,3
23261,28227,1.0,150000,3.0, Single Family,3
23262,28227,2.0,190000,3.0, Single Family,3
23263,28227,2.0,218000,3.0, Single Family,3
23264,28269,2.0,126000,2.0, Townhouse,4
23265,28269,2.0,135000,3.0, Townhouse,4
23266,28269,2.0,136000,3.0, Townhouse,4
23267,28269,2.0,135000,3.0, Townhouse,4
23268,28214,1.0,135000,3.0, Single Family,0
23269,28215,1.0,140000,3.0, Single Family,0
23270,28215,1.0,142000,3.0, Single Family,0
23271,28216,2.0,130000,3.0, Single Family,0
23272,28216,2.0,165000,4.0, Single Family,0
23273,28202,1.0,235000,3.0, Single Family,1
23274,28202,1.0,313000,3.0, Single Family,1
23275,28214,1.0,135000,3.0, Single Family,0
23276,28215,1.0,101500,3.0, Single Family,0
23277,28277,2.0,465000,4.0, Single Family,0
23278,28214,1.0,133000,3.0, Single Family,0
23279,28214,1.0,142500,3.0, Single Family,0
23280,28036,2.0,318000,4.0, Single Family,0
23281,28036,2.0,321100,4.0, Single Family,0
23282,28036,2.0,272000,3.0, Single Family,0
23283,28214,1.0,121500,3.0, Single Family,0
23284,28214,1.0,165000,4.0, Single Family,0
23285,28214,1.0,155000,3.0, Single Family,0
23286,28214,1.0,150000,3.0, Single Family,0
23287,28214,1.0,141500,3.0, Single Family,0
23288,28134,2.0,255100,4.0, Single Family,0
23289,28134,2.0,220000,3.0, Single Family,0
23290,28134,1.5,178000,4.0, Single Family,0
23291,28134,2.0,231000,4.0, Single Family,0
